Passenger Type,Number of Tickets,Price per Ticket,Taxes & Fees,Total Price,Carry-on Baggage,Checked Baggage,Scrape Time,Fare Class,Departure Location Code,Arrival Location Code,Airline_id
Người lớn,1,1249000,804000,2053000,7,,2025-03-31 08:55:44,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 08:55:45,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 08:55:46,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:55:46,I1_ECO,SGN,HAN,AL002
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:55:47,I1_ECO,SGN,HAN,AL002
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:55:48,I1_ECO,SGN,HAN,AL002
Người lớn,1,1518000,880000,2398000,7,,2025-03-31 08:55:48,O,SGN,HAN,AL003
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:55:49,L,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:55:49,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:55:50,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,7,23.0,2025-03-31 08:55:51,K,SGN,HAN,AL005
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:55:51,I1_ECO,SGN,HAN,AL002
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:55:52,I1_ECO,SGN,HAN,AL002
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:55:53,I1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:55:54,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:55:55,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:55:56,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:55:57,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:55:58,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:55:59,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:56:00,B1_ECO,SGN,HAN,AL002
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 08:56:01,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:56:02,H1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:56:03,H1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:56:04,H1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:56:05,H1_ECO,SGN,HAN,AL002
Người lớn,1,1839000,852000,2691000,7,,2025-03-31 08:56:06,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:56:07,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:56:08,K,SGN,HAN,AL004
Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 08:56:08,H,SGN,HAN,AL004
Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 08:56:09,H,SGN,HAN,AL004
Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 08:56:10,H,SGN,HAN,AL004
Người lớn,1,2609000,898000,3507000,10,23.0,2025-03-31 08:56:11,S,SGN,HAN,AL004
Người lớn,1,2609000,898000,3507000,10,23.0,2025-03-31 08:56:12,S,SGN,HAN,AL004
Người lớn,1,2789000,913000,3702000,10,23.0,2025-03-31 08:56:13,M,SGN,HAN,AL004
Người lớn,1,2789000,913000,3702000,10,23.0,2025-03-31 08:56:14,M,SGN,HAN,AL004
Người lớn,1,2937000,924000,3861000,10,23.0,2025-03-31 08:56:15,B,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,10,23.0,2025-03-31 08:56:15,U,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,10,23.0,2025-03-31 08:56:16,U,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:56:17,I,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,7,32.0,2025-03-31 08:56:18,I,SGN,HAN,AL005
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:56:18,I,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:56:19,I,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:56:20,I,SGN,HAN,AL004
Người lớn,1,3837000,996000,4833000,18,32.0,2025-03-31 08:56:20,D,SGN,HAN,AL004
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 08:56:21,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 08:56:22,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4437000,1044000,5481000,10,23.0,2025-03-31 08:56:23,W,SGN,HAN,AL004
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 08:56:23,I,SGN,HAN,AL004
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 08:56:24,I,SGN,HAN,AL004
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 08:56:24,C_Boss,SGN,HAN,AL002
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 08:56:25,C_Boss,SGN,HAN,AL002
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:26,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:27,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:28,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:29,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:30,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:31,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:32,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:33,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:34,J,SGN,HAN,AL004
Người lớn,1,1249000,804000,2053000,7,,2025-03-31 08:56:40,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1249000,804000,2053000,7,,2025-03-31 08:56:41,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1290000,808000,2098000,7,,2025-03-31 08:56:42,J1_ECO,SGN,HAN,AL002
Người lớn,1,1290000,808000,2098000,7,,2025-03-31 08:56:43,J1_ECO,SGN,HAN,AL002
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:43,I1_ECO,SGN,HAN,AL002
Người lớn,1,1518000,880000,2398000,7,,2025-03-31 08:56:44,O,SGN,HAN,AL003
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 08:56:45,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,7,23.0,2025-03-31 08:56:45,N,SGN,HAN,AL005
Người lớn,1,1809000,834000,2643000,10,23.0,2025-03-31 08:56:46,Q,SGN,HAN,AL004
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 08:56:47,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 08:56:48,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:49,I1_ECO,SGN,HAN,AL002
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:50,I1_ECO,SGN,HAN,AL002
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:51,I1_ECO,SGN,HAN,AL002
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:52,I1_ECO,SGN,HAN,AL002
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:53,I1_ECO,SGN,HAN,AL002
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:54,I1_ECO,SGN,HAN,AL002
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:55,I1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:56:56,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:56:57,B1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:56:58,H1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:56:59,H1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:57:00,H1_ECO,SGN,HAN,AL002
Người lớn,1,1809000,834000,2643000,10,23.0,2025-03-31 08:57:00,Q,SGN,HAN,AL004
Người lớn,1,1809000,834000,2643000,10,23.0,2025-03-31 08:57:01,Q,SGN,HAN,AL004
Người lớn,1,1990000,864000,2854000,7,,2025-03-31 08:57:02,K1_ECO,SGN,HAN,AL002
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:02,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:03,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:04,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:05,L,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:06,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:07,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:08,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:09,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:10,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:11,K,SGN,HAN,AL004
Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 08:57:12,H,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,10,23.0,2025-03-31 08:57:12,U,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,10,23.0,2025-03-31 08:57:13,U,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,7,32.0,2025-03-31 08:57:13,I,SGN,HAN,AL005
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:57:14,I,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:57:15,I,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:57:16,I,SGN,HAN,AL004
Người lớn,1,3837000,996000,4833000,18,32.0,2025-03-31 08:57:17,D,SGN,HAN,AL004
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 08:57:17,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 08:57:18,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 08:57:19,I,SGN,HAN,AL004
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 08:57:20,C_Boss,SGN,HAN,AL002
Người lớn,1,6499000,1209000,7708000,18,32.0,2025-03-31 08:57:20,C,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:21,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:22,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:23,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:24,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:25,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:26,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:27,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:28,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:29,J,SGN,HAN,AL004
Người lớn,1,1358000,867000,2225000,7,,2025-03-31 08:57:34,N,SGN,HAN,AL003
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:57:35,I1_ECO,SGN,HAN,AL002
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:57:36,I1_ECO,SGN,HAN,AL002
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 08:57:37,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 08:57:38,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:38,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:39,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:40,L,SGN,HAN,AL004
Người lớn,1,2609000,898000,3507000,7,23.0,2025-03-31 08:57:40,S,SGN,HAN,AL005
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:41,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:42,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:43,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:44,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:45,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:46,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:47,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:48,B1_ECO,SGN,HAN,AL002
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 08:57:48,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 08:57:49,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 08:57:50,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:57:51,H1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:57:52,H1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:57:53,H1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:57:54,H1_ECO,SGN,HAN,AL002
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:54,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:55,L,SGN,HAN,AL004
Người lớn,1,2160000,877000,3037000,7,,2025-03-31 08:57:55,L1_ECO,SGN,HAN,AL002
Người lớn,1,2160000,877000,3037000,7,,2025-03-31 08:57:56,L1_ECO,SGN,HAN,AL002
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:57,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:58,K,SGN,HAN,AL004
Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 08:57:59,H,SGN,HAN,AL004
Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 08:58:00,H,SGN,HAN,AL004
Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 08:58:01,H,SGN,HAN,AL004
Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 08:58:02,H,SGN,HAN,AL004
Người lớn,1,2609000,898000,3507000,10,23.0,2025-03-31 08:58:02,S,SGN,HAN,AL004
Người lớn,1,2609000,898000,3507000,10,23.0,2025-03-31 08:58:03,S,SGN,HAN,AL004
Người lớn,1,2789000,913000,3702000,10,23.0,2025-03-31 08:58:03,M,SGN,HAN,AL004
Người lớn,1,2789000,913000,3702000,10,23.0,2025-03-31 08:58:04,M,SGN,HAN,AL004
Người lớn,1,2789000,913000,3702000,10,23.0,2025-03-31 08:58:05,M,SGN,HAN,AL004
Người lớn,1,2937000,924000,3861000,10,23.0,2025-03-31 08:58:06,B,SGN,HAN,AL004
Người lớn,1,2937000,924000,3861000,10,23.0,2025-03-31 08:58:07,B,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:58:07,I,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:58:08,I,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:58:09,I,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,7,32.0,2025-03-31 08:58:09,I,SGN,HAN,AL005
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:58:10,I,SGN,HAN,AL004
Người lớn,1,3837000,996000,4833000,18,32.0,2025-03-31 08:58:10,D,SGN,HAN,AL004
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 08:58:11,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 08:58:12,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 08:58:13,I,SGN,HAN,AL004
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 08:58:14,C_Boss,SGN,HAN,AL002
Người lớn,1,5399000,1121000,6520000,18,32.0,2025-03-31 08:58:14,D,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:58:15,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:58:16,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:58:17,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:58:18,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:58:19,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:58:20,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:58:21,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:58:22,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:58:23,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:58:24,J,SGN,HAN,AL004
Người lớn,1,1518000,880000,2398000,7,,2025-03-31 08:58:28,O,SGN,HAN,AL003
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:58:29,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:58:30,B1_ECO,SGN,HAN,AL002
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 08:58:31,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1809000,834000,2643000,7,23.0,2025-03-31 08:58:32,Q,SGN,HAN,AL005
Người lớn,1,1839000,852000,2691000,7,,2025-03-31 08:58:33,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:58:33,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:58:34,L,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:58:34,K,SGN,HAN,AL004
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:58:35,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:58:36,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:58:37,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:58:38,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:58:39,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:58:40,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:58:41,B1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:58:42,H1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:58:43,H1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:58:44,H1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:58:45,H1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:58:46,H1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:58:47,H1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:58:48,H1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:58:49,H1_ECO,SGN,HAN,AL002
Người lớn,1,1839000,852000,2691000,7,,2025-03-31 08:58:49,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1839000,852000,2691000,7,,2025-03-31 08:58:50,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1990000,864000,2854000,7,,2025-03-31 08:58:51,K1_ECO,SGN,HAN,AL002
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:58:51,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:58:52,K,SGN,HAN,AL004
Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 08:58:53,H,SGN,HAN,AL004
Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 08:58:54,H,SGN,HAN,AL004
Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 08:58:55,H,SGN,HAN,AL004
Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 08:58:56,H,SGN,HAN,AL004
Người lớn,1,2789000,913000,3702000,10,23.0,2025-03-31 08:58:57,M,SGN,HAN,AL004
Người lớn,1,2789000,913000,3702000,10,23.0,2025-03-31 08:58:58,M,SGN,HAN,AL004
Người lớn,1,2937000,924000,3861000,10,23.0,2025-03-31 08:58:59,B,SGN,HAN,AL004
Người lớn,1,2937000,924000,3861000,10,23.0,2025-03-31 08:59:00,B,SGN,HAN,AL004
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 08:59:01,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4437000,1044000,5481000,10,23.0,2025-03-31 08:59:01,W,SGN,HAN,AL004
Người lớn,1,4437000,1044000,5481000,10,23.0,2025-03-31 08:59:02,W,SGN,HAN,AL004
Người lớn,1,4899000,1081000,5980000,7,32.0,2025-03-31 08:59:03,I,SGN,HAN,AL005
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 08:59:03,I,SGN,HAN,AL004
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 08:59:04,I,SGN,HAN,AL004
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 08:59:05,I,SGN,HAN,AL004
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 08:59:06,I,SGN,HAN,AL004
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 08:59:06,C_Boss,SGN,HAN,AL002
Người lớn,1,5399000,1121000,6520000,18,32.0,2025-03-31 08:59:07,D,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:59:08,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:59:09,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:59:10,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:59:11,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:59:12,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:59:13,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:59:14,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:59:15,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:59:16,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:59:17,J,SGN,HAN,AL004
Người lớn,1,1290000,808000,2098000,7,,2025-03-31 08:59:22,J1_ECO,SGN,HAN,AL002
Người lớn,1,1290000,808000,2098000,7,,2025-03-31 08:59:23,J1_ECO,SGN,HAN,AL002
Người lớn,1,1290000,808000,2098000,7,,2025-03-31 08:59:24,J1_ECO,SGN,HAN,AL002
Người lớn,1,1358000,867000,2225000,7,,2025-03-31 08:59:24,N,SGN,HAN,AL003
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 08:59:25,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 08:59:26,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:59:27,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:59:28,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,7,23.0,2025-03-31 08:59:29,L,SGN,HAN,AL005
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:59:29,I1_ECO,SGN,HAN,AL002
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:59:30,I1_ECO,SGN,HAN,AL002
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:59:31,I1_ECO,SGN,HAN,AL002
Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:59:32,I1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:59:33,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:59:34,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:59:35,B1_ECO,SGN,HAN,AL002
Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:59:36,B1_ECO,SGN,HAN,AL002
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 08:59:37,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:59:37,H1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:59:38,H1_ECO,SGN,HAN,AL002
Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:59:39,H1_ECO,SGN,HAN,AL002
