Passenger Type,Number of Tickets,Price per Ticket,Taxes & Fees,Total Price,Carry-on Baggage,Checked Baggage,Scrape Time,Fare Class,Departure Location Code,Arrival Location Code,Airline_id
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:36:47,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:36:48,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:36:49,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:36:50,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:36:51,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:36:52,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:36:53,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:36:54,Z1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:36:55,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:36:56,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:36:57,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:36:58,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:36:59,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:37:00,W1_ECO,SGN,HAN,AL002
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 09:37:01,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 09:37:01,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 09:37:02,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 09:37:03,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 09:37:04,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 09:37:05,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 09:37:06,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 09:37:07,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 09:37:08,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 09:37:09,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 09:37:10,K,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 09:37:11,K,SGN,HAN,AL004
Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 09:37:12,H,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,7,32.0,2025-03-31 09:37:12,I,SGN,HAN,AL005
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:37:13,I,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:37:14,I,SGN,HAN,AL004
Người lớn,1,3299000,968000,4267000,14,40.0,2025-03-31 09:37:15,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,5200000,1105000,6305000,18,32.0,2025-03-31 09:37:16,C,SGN,HAN,AL004
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 09:37:17,C_Boss,SGN,HAN,AL002
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 09:37:18,C_Boss,SGN,HAN,AL002
Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:37:18,J,SGN,HAN,AL004
Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:37:17,J,SGN,HAN,AL004
Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:37:19,J,SGN,HAN,AL004
Người lớn,1,6499000,1209000,7708000,18,32.0,2025-03-31 09:37:19,C,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:37:20,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:37:21,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:37:22,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:37:23,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:37:24,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:37:25,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:37:26,J,SGN,HAN,AL004
Người lớn,1,638000,810000,1448000,7,,2025-03-31 09:37:32,E,SGN,HAN,AL003
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:37:33,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:37:34,Z1_ECO,SGN,HAN,AL002
Người lớn,1,1249000,804000,2053000,7,,2025-03-31 09:37:35,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1249000,804000,2053000,7,,2025-03-31 09:37:36,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:37:37,T,SGN,HAN,AL004
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:37:38,T,SGN,HAN,AL004
Người lớn,1,1259000,790000,2049000,7,23.0,2025-03-31 09:37:38,T,SGN,HAN,AL005
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:37:39,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:37:40,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:37:41,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:37:42,Z1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:37:43,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:37:44,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:37:45,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:37:46,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:37:47,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:37:48,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:37:49,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:37:50,W1_ECO,SGN,HAN,AL002
Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:37:49,U1_ECO,SGN,HAN,AL002
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:37:50,T,SGN,HAN,AL004
Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:37:50,J1_ECO,SGN,HAN,AL002
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 09:37:51,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 09:37:52,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:37:52,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:37:53,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:37:54,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:37:55,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:37:56,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:37:57,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:37:58,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:37:59,R,SGN,HAN,AL004
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:38:00,R,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:38:01,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:38:02,N,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,7,32.0,2025-03-31 09:38:03,I,SGN,HAN,AL005
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:38:04,I,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:38:05,I,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:38:06,I,SGN,HAN,AL004
Người lớn,1,3299000,968000,4267000,14,40.0,2025-03-31 09:38:07,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 09:38:08,I,SGN,HAN,AL004
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 09:38:09,C_Boss,SGN,HAN,AL002
Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:38:09,J,SGN,HAN,AL004
Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:38:10,J,SGN,HAN,AL004
Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:38:11,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:38:12,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:38:13,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:38:14,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:38:15,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:38:16,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:38:17,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:38:18,J,SGN,HAN,AL004
Người lớn,1,638000,810000,1448000,7,,2025-03-31 09:38:23,E,SGN,HAN,AL003
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:38:23,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:38:24,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:38:25,Z1_ECO,SGN,HAN,AL002
Người lớn,1,1449000,805000,2254000,7,23.0,2025-03-31 09:38:25,R,SGN,HAN,AL005
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 09:38:26,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 09:38:27,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:38:28,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:38:29,N,SGN,HAN,AL004
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:38:30,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:38:31,Z1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:38:32,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:38:33,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:38:34,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:38:35,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:38:36,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:38:37,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:38:38,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:38:39,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:38:40,W1_ECO,SGN,HAN,AL002
Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:38:40,U1_ECO,SGN,HAN,AL002
Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:38:41,U1_ECO,SGN,HAN,AL002
Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:38:42,U1_ECO,SGN,HAN,AL002
Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:38:43,U1_ECO,SGN,HAN,AL002
Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:38:44,U1_ECO,SGN,HAN,AL002
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 09:38:45,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 09:38:46,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 09:38:47,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 09:38:48,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 09:38:49,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 09:38:50,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 09:38:51,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 09:38:52,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 09:38:53,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 09:38:54,L,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 09:38:55,L,SGN,HAN,AL004
Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 09:38:56,K,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,7,32.0,2025-03-31 09:38:57,I,SGN,HAN,AL005
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:38:58,I,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:38:59,I,SGN,HAN,AL004
Người lớn,1,3299000,968000,4267000,14,40.0,2025-03-31 09:39:00,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,3837000,996000,4833000,18,32.0,2025-03-31 09:39:00,D,SGN,HAN,AL004
Người lớn,1,3837000,996000,4833000,18,32.0,2025-03-31 09:39:01,D,SGN,HAN,AL004
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 09:39:01,C_Boss,SGN,HAN,AL002
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 09:39:02,C_Boss,SGN,HAN,AL002
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 09:39:03,C_Boss,SGN,HAN,AL002
Người lớn,1,5399000,1121000,6520000,18,32.0,2025-03-31 09:39:03,D,SGN,HAN,AL004
Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:39:04,J,SGN,HAN,AL004
Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:39:05,J,SGN,HAN,AL004
Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:39:06,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:39:06,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:39:07,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:39:08,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:39:09,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:39:10,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:39:11,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:39:12,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:39:13,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:39:14,J,SGN,HAN,AL004
Người lớn,1,638000,810000,1448000,7,,2025-03-31 09:39:20,E,SGN,HAN,AL003
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:39:21,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:39:22,Z1_ECO,SGN,HAN,AL002
Người lớn,1,1249000,804000,2053000,7,,2025-03-31 09:39:23,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1249000,804000,2053000,7,,2025-03-31 09:39:22,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:39:23,T,SGN,HAN,AL004
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:39:24,T,SGN,HAN,AL004
Người lớn,1,1259000,790000,2049000,7,23.0,2025-03-31 09:39:25,T,SGN,HAN,AL005
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:39:26,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:39:27,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:39:28,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:39:29,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:39:30,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:39:31,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:39:32,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:39:33,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:39:34,Z1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:39:35,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:39:36,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:39:37,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:39:38,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:39:39,W1_ECO,SGN,HAN,AL002
Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:39:40,U1_ECO,SGN,HAN,AL002
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:39:40,T,SGN,HAN,AL004
Người lớn,1,1290000,808000,2098000,7,,2025-03-31 09:39:41,J1_ECO,SGN,HAN,AL002
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 09:39:42,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1449000,805000,2254000,10,23.0,2025-03-31 09:39:43,R,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:39:44,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:39:45,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:39:46,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:39:47,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:39:48,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:39:49,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:39:50,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:39:51,N,SGN,HAN,AL004
Người lớn,1,1809000,834000,2643000,10,23.0,2025-03-31 09:39:52,Q,SGN,HAN,AL004
Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 09:39:53,L,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,7,32.0,2025-03-31 09:39:54,I,SGN,HAN,AL005
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:39:53,I,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:39:54,I,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:39:55,I,SGN,HAN,AL004
Người lớn,1,3299000,968000,4267000,14,40.0,2025-03-31 09:39:56,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,3299000,968000,4267000,14,40.0,2025-03-31 09:39:57,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 09:39:57,I,SGN,HAN,AL004
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 09:39:58,C_Boss,SGN,HAN,AL002
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 09:39:59,C_Boss,SGN,HAN,AL002
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 09:40:00,C_Boss,SGN,HAN,AL002
Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:40:01,J,SGN,HAN,AL004
Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:40:02,J,SGN,HAN,AL004
Người lớn,1,6080000,1176000,7256000,18,32.0,2025-03-31 09:40:03,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:40:03,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:40:04,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:40:05,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:40:06,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:40:07,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:40:08,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:40:09,J,SGN,HAN,AL004
Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 09:40:10,J,SGN,HAN,AL004
Người lớn,1,638000,810000,1448000,7,,2025-03-31 09:40:15,E,SGN,HAN,AL003
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:40:16,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:40:17,Z1_ECO,SGN,HAN,AL002
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:40:18,T,SGN,HAN,AL004
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:40:19,T,SGN,HAN,AL004
Người lớn,1,1259000,790000,2049000,7,23.0,2025-03-31 09:40:20,T,SGN,HAN,AL005
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 09:40:20,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 09:40:21,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1419000,818000,2237000,7,,2025-03-31 09:40:22,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:40:22,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:40:23,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:40:24,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:40:25,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:40:26,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:40:27,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:40:28,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:40:29,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:40:30,Z1_ECO,SGN,HAN,AL002
Người lớn,1,890000,776000,1666000,7,,2025-03-31 09:40:31,Z1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:40:31,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:40:32,W1_ECO,SGN,HAN,AL002
Người lớn,1,1010000,785000,1795000,7,,2025-03-31 09:40:33,W1_ECO,SGN,HAN,AL002
Người lớn,1,1130000,795000,1925000,7,,2025-03-31 09:40:34,U1_ECO,SGN,HAN,AL002
Người lớn,1,1259000,790000,2049000,10,23.0,2025-03-31 09:40:35,T,SGN,HAN,AL004
Người lớn,1,1629000,835000,2464000,7,,2025-03-31 09:40:36,ECONOMYSMART,SGN,HAN,AL001
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:40:37,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:40:38,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:40:39,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:40:40,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:40:41,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:40:42,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:40:43,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:40:44,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:40:45,N,SGN,HAN,AL004
Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 09:40:46,N,SGN,HAN,AL004
Người lớn,1,1809000,834000,2643000,10,23.0,2025-03-31 09:40:47,Q,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,7,32.0,2025-03-31 09:40:48,I,SGN,HAN,AL005
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:40:48,I,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:40:49,I,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:40:50,I,SGN,HAN,AL004
Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 09:40:51,I,SGN,HAN,AL004
Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 09:40:52,BUSINESSSMART,SGN,HAN,AL001
Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 09:40:53,I,SGN,HAN,AL004
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 09:40:53,C_Boss,SGN,HAN,AL002
Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 09:40:54,C_Boss,SGN,HAN,AL002
