Departure Location,Departure Time,Arrival Location,Arrival Time,Flight Duration,Aircraft Type,Ticket Price,Passenger Type,Number of Tickets,Price per Ticket,Taxes & Fees,Total Price,Carry-on Baggage,Checked Baggage,Refund Policy,Scrape Time
TP Hồ Chí Minh (SGN),"21:25, 13/04/2025",Đà Nẵng (DAD),"22:50, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1644   Hạng vé : W1_ECO,Người lớn,1,"610,000 VNĐ","753,000 VNĐ","1,363,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:56:47
TP Hồ Chí Minh (SGN),"20:25, 13/04/2025",Đà Nẵng (DAD),"21:50, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Bamboo Airways  Chuyến bay: QH186   Hạng vé : ECONOMYSMART,Người lớn,1,"769,000 VNĐ","766,000 VNĐ","1,535,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:56:48
TP Hồ Chí Minh (SGN),"12:30, 13/04/2025",Đà Nẵng (DAD),"13:50, 13/04/2025",1 giờ 20 phút,320B,Vietjet Air  Chuyến bay: VJ648   Hạng vé : I1_ECO,Người lớn,1,"1,000,000 VNĐ","784,000 VNĐ","1,784,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:56:48
TP Hồ Chí Minh (SGN),"06:30, 13/04/2025",Đà Nẵng (DAD),"07:55, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Bamboo Airways  Chuyến bay: QH150   Hạng vé : ECONOMYSMART,Người lớn,1,"1,069,000 VNĐ","790,000 VNĐ","1,859,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:56:49
TP Hồ Chí Minh (SGN),"18:50, 13/04/2025",Đà Nẵng (DAD),"20:10, 13/04/2025",1 giờ 20 phút,Máy bay: Airbus A320,Vietnam Airlines  Chuyến bay: VN7112   Hạng vé : Q,Người lớn,1,"1,089,000 VNĐ","777,000 VNĐ","1,866,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 21:56:50
TP Hồ Chí Minh (SGN),"21:05, 13/04/2025",Đà Nẵng (DAD),"22:25, 13/04/2025",1 giờ 20 phút,Máy bay: Airbus A321,Vietravel Airlines  Chuyến bay: VU680   Hạng vé : Q,Người lớn,1,"1,128,000 VNĐ","816,000 VNĐ","1,944,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,,2025-04-12 21:56:50
TP Hồ Chí Minh (SGN),"10:25, 13/04/2025",Đà Nẵng (DAD),"11:50, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ654   Hạng vé : H1_ECO,Người lớn,1,"1,250,000 VNĐ","804,000 VNĐ","2,054,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:56:50
TP Hồ Chí Minh (SGN),"19:15, 13/04/2025",Đà Nẵng (DAD),"20:40, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN146   Hạng vé : K,Người lớn,1,"1,349,000 VNĐ","797,000 VNĐ","2,146,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 21:56:50
TP Hồ Chí Minh (SGN),"05:45, 13/04/2025",Đà Nẵng (DAD),"07:10, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN106   Hạng vé : H,Người lớn,1,"1,489,000 VNĐ","809,000 VNĐ","2,298,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 21:56:51
TP Hồ Chí Minh (SGN),"12:15, 13/04/2025",Đà Nẵng (DAD),"13:40, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Pacific Airlines  Chuyến bay: VN6036   Hạng vé : B,Người lớn,1,"1,787,000 VNĐ","832,000 VNĐ","2,619,000 VNĐ",7kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-04-12 21:56:51
TP Hồ Chí Minh (SGN),"10:40, 13/04/2025",Đà Nẵng (DAD),"12:00, 13/04/2025",1 giờ 20 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1640   Hạng vé : K1_ECO,Người lớn,1,"1,410,000 VNĐ","817,000 VNĐ","2,227,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:56:52
TP Hồ Chí Minh (SGN),"16:40, 13/04/2025",Đà Nẵng (DAD),"18:05, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN140   Hạng vé : H,Người lớn,1,"1,489,000 VNĐ","809,000 VNĐ","2,298,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 21:56:53
TP Hồ Chí Minh (SGN),"18:40, 13/04/2025",Đà Nẵng (DAD),"20:05, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN142   Hạng vé : H,Người lớn,1,"1,489,000 VNĐ","809,000 VNĐ","2,298,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 21:56:53
TP Hồ Chí Minh (SGN),"06:55, 13/04/2025",Đà Nẵng (DAD),"08:25, 13/04/2025",1 giờ 30 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN110   Hạng vé : S,Người lớn,1,"1,619,000 VNĐ","819,000 VNĐ","2,438,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 21:56:54
TP Hồ Chí Minh (SGN),"08:00, 13/04/2025",Đà Nẵng (DAD),"09:25, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN112   Hạng vé : S,Người lớn,1,"1,619,000 VNĐ","819,000 VNĐ","2,438,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 21:56:55
TP Hồ Chí Minh (SGN),"20:45, 13/04/2025",Đà Nẵng (DAD),"22:10, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN148   Hạng vé : S,Người lớn,1,"1,619,000 VNĐ","819,000 VNĐ","2,438,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 21:56:55
TP Hồ Chí Minh (SGN),"13:35, 13/04/2025",Đà Nẵng (DAD),"14:50, 13/04/2025",1 giờ 15 phút,321H,Vietjet Air  Chuyến bay: VJ650   Hạng vé : T1_ECO,Người lớn,1,"1,720,000 VNĐ","842,000 VNĐ","2,562,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:56:56
TP Hồ Chí Minh (SGN),"19:15, 13/04/2025",Đà Nẵng (DAD),"20:35, 13/04/2025",1 giờ 20 phút,Máy bay: Airbus A321B,Vietjet Air  Chuyến bay: VJ1628   Hạng vé : T1_ECO,Người lớn,1,"1,720,000 VNĐ","842,000 VNĐ","2,562,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:56:56
TP Hồ Chí Minh (SGN),"16:00, 13/04/2025",Đà Nẵng (DAD),"17:25, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN136   Hạng vé : M,Người lớn,1,"1,739,000 VNĐ","829,000 VNĐ","2,568,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-04-12 21:56:57
TP Hồ Chí Minh (SGN),"09:05, 13/04/2025",Đà Nẵng (DAD),"10:30, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN7132   Hạng vé : B,Người lớn,1,"1,787,000 VNĐ","832,000 VNĐ","2,619,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-04-12 21:56:58
TP Hồ Chí Minh (SGN),"09:35, 13/04/2025",Đà Nẵng (DAD),"10:50, 13/04/2025",1 giờ 15 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN118   Hạng vé : U,Người lớn,1,"1,887,000 VNĐ","840,000 VNĐ","2,727,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-04-12 21:56:58
TP Hồ Chí Minh (SGN),"10:00, 13/04/2025",Đà Nẵng (DAD),"11:25, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN122   Hạng vé : U,Người lớn,1,"1,887,000 VNĐ","840,000 VNĐ","2,727,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-04-12 21:56:59
TP Hồ Chí Minh (SGN),"11:00, 13/04/2025",Đà Nẵng (DAD),"12:25, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN126   Hạng vé : Z,Người lớn,1,"2,387,000 VNĐ","880,000 VNĐ","3,267,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-04-12 21:56:59
TP Hồ Chí Minh (SGN),"15:10, 13/04/2025",Đà Nẵng (DAD),"16:35, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN134   Hạng vé : Z,Người lớn,1,"2,387,000 VNĐ","880,000 VNĐ","3,267,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-04-12 21:57:00
TP Hồ Chí Minh (SGN),"20:25, 13/04/2025",Đà Nẵng (DAD),"21:50, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Bamboo Airways  Chuyến bay: QH186   Hạng vé : BUSINESSSMART,Người lớn,1,"2,549,000 VNĐ","908,000 VNĐ","3,457,000 VNĐ",14kg,40kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:57:01
TP Hồ Chí Minh (SGN),"06:30, 13/04/2025",Đà Nẵng (DAD),"07:55, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Bamboo Airways  Chuyến bay: QH150   Hạng vé : BUSINESSSMART,Người lớn,1,"2,549,000 VNĐ","908,000 VNĐ","3,457,000 VNĐ",14kg,40kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:57:01
TP Hồ Chí Minh (SGN),"13:25, 13/04/2025",Đà Nẵng (DAD),"14:50, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN132   Hạng vé : W,Người lớn,1,"2,787,000 VNĐ","912,000 VNĐ","3,699,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé miễn phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-04-12 21:57:02
TP Hồ Chí Minh (SGN),"19:15, 13/04/2025",Đà Nẵng (DAD),"20:40, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN146   Hạng vé : I,Người lớn,1,"2,799,000 VNĐ","913,000 VNĐ","3,712,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 21:57:02
TP Hồ Chí Minh (SGN),"16:40, 13/04/2025",Đà Nẵng (DAD),"18:05, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN140   Hạng vé : I,Người lớn,1,"2,799,000 VNĐ","913,000 VNĐ","3,712,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 21:57:03
TP Hồ Chí Minh (SGN),"06:55, 13/04/2025",Đà Nẵng (DAD),"08:25, 13/04/2025",1 giờ 30 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN110   Hạng vé : I,Người lớn,1,"2,799,000 VNĐ","913,000 VNĐ","3,712,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 21:57:04
TP Hồ Chí Minh (SGN),"08:00, 13/04/2025",Đà Nẵng (DAD),"09:25, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN112   Hạng vé : I,Người lớn,1,"2,799,000 VNĐ","913,000 VNĐ","3,712,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 21:57:04
TP Hồ Chí Minh (SGN),"20:45, 13/04/2025",Đà Nẵng (DAD),"22:10, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN148   Hạng vé : I,Người lớn,1,"2,799,000 VNĐ","913,000 VNĐ","3,712,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 21:57:05
TP Hồ Chí Minh (SGN),"09:05, 13/04/2025",Đà Nẵng (DAD),"10:30, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN7132   Hạng vé : I,Người lớn,1,"2,799,000 VNĐ","913,000 VNĐ","3,712,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 21:57:06
TP Hồ Chí Minh (SGN),"10:00, 13/04/2025",Đà Nẵng (DAD),"11:25, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN122   Hạng vé : I,Người lớn,1,"2,799,000 VNĐ","913,000 VNĐ","3,712,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 21:57:06
TP Hồ Chí Minh (SGN),"18:50, 13/04/2025",Đà Nẵng (DAD),"20:10, 13/04/2025",1 giờ 20 phút,Máy bay: Airbus A320,Vietnam Airlines  Chuyến bay: VN7112   Hạng vé : D,Người lớn,1,"3,099,000 VNĐ","937,000 VNĐ","4,036,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 21:57:07
TP Hồ Chí Minh (SGN),"18:40, 13/04/2025",Đà Nẵng (DAD),"20:05, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN142   Hạng vé : D,Người lớn,1,"3,099,000 VNĐ","937,000 VNĐ","4,036,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 21:57:07
TP Hồ Chí Minh (SGN),"12:15, 13/04/2025",Đà Nẵng (DAD),"13:40, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Pacific Airlines  Chuyến bay: VN6036   Hạng vé : D,Người lớn,1,"3,099,000 VNĐ","937,000 VNĐ","4,036,000 VNĐ",7kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 21:57:08
TP Hồ Chí Minh (SGN),"09:35, 13/04/2025",Đà Nẵng (DAD),"10:50, 13/04/2025",1 giờ 15 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN118   Hạng vé : D,Người lớn,1,"3,099,000 VNĐ","937,000 VNĐ","4,036,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 21:57:09
TP Hồ Chí Minh (SGN),"11:00, 13/04/2025",Đà Nẵng (DAD),"12:25, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN126   Hạng vé : D,Người lớn,1,"3,099,000 VNĐ","937,000 VNĐ","4,036,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 21:57:09
TP Hồ Chí Minh (SGN),"05:45, 13/04/2025",Đà Nẵng (DAD),"07:10, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN106   Hạng vé : C,Người lớn,1,"3,499,000 VNĐ","969,000 VNĐ","4,468,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 21:57:10
TP Hồ Chí Minh (SGN),"16:00, 13/04/2025",Đà Nẵng (DAD),"17:25, 13/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN136   Hạng vé : C,Người lớn,1,"3,499,000 VNĐ","969,000 VNĐ","4,468,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 21:57:10
TP Hồ Chí Minh (SGN),"21:05, 14/04/2025",Đà Nẵng (DAD),"22:25, 14/04/2025",1 giờ 20 phút,Máy bay: Airbus A321,Vietravel Airlines  Chuyến bay: VU680   Hạng vé : L,Người lớn,1,"718,000 VNĐ","783,000 VNĐ","1,501,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,,2025-04-12 21:57:16
TP Hồ Chí Minh (SGN),"05:30, 14/04/2025",Đà Nẵng (DAD),"06:50, 14/04/2025",1 giờ 20 phút,320B,Vietjet Air  Chuyến bay: VJ1620   Hạng vé : U1_ECO,Người lớn,1,"740,000 VNĐ","764,000 VNĐ","1,504,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:57:17
TP Hồ Chí Minh (SGN),"15:00, 14/04/2025",Đà Nẵng (DAD),"16:25, 14/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1630   Hạng vé : U1_ECO,Người lớn,1,"740,000 VNĐ","764,000 VNĐ","1,504,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:57:17
TP Hồ Chí Minh (SGN),"20:15, 14/04/2025",Đà Nẵng (DAD),"21:20, 14/04/2025",1 giờ 5 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1624   Hạng vé : U1_ECO,Người lớn,1,"740,000 VNĐ","764,000 VNĐ","1,504,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:57:18
TP Hồ Chí Minh (SGN),"16:00, 14/04/2025",Đà Nẵng (DAD),"17:25, 14/04/2025",1 giờ 25 phút,Máy bay: Airbus A320,Bamboo Airways  Chuyến bay: QH170   Hạng vé : ECONOMYSMART,Người lớn,1,"769,000 VNĐ","766,000 VNĐ","1,535,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:57:19
TP Hồ Chí Minh (SGN),"06:30, 14/04/2025",Đà Nẵng (DAD),"07:55, 14/04/2025",1 giờ 25 phút,Máy bay: Airbus A320,Bamboo Airways  Chuyến bay: QH150   Hạng vé : ECONOMYSMART,Người lớn,1,"1,069,000 VNĐ","790,000 VNĐ","1,859,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:57:19
TP Hồ Chí Minh (SGN),"05:45, 14/04/2025",Đà Nẵng (DAD),"07:10, 14/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN106   Hạng vé : L,Người lớn,1,"1,209,000 VNĐ","786,000 VNĐ","1,995,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 21:57:20
TP Hồ Chí Minh (SGN),"06:55, 14/04/2025",Đà Nẵng (DAD),"08:25, 14/04/2025",1 giờ 30 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN110   Hạng vé : K,Người lớn,1,"1,349,000 VNĐ","797,000 VNĐ","2,146,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 21:57:20
TP Hồ Chí Minh (SGN),"20:45, 14/04/2025",Đà Nẵng (DAD),"22:10, 14/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN148   Hạng vé : K,Người lớn,1,"1,349,000 VNĐ","797,000 VNĐ","2,146,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 21:57:21
TP Hồ Chí Minh (SGN),"12:15, 14/04/2025",Đà Nẵng (DAD),"13:40, 14/04/2025",1 giờ 25 phút,Máy bay: Airbus A321,Pacific Airlines  Chuyến bay: VN6036   Hạng vé : K,Người lớn,1,"1,349,000 VNĐ","797,000 VNĐ","2,146,000 VNĐ",7kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 21:57:20
TP Hồ Chí Minh (SGN),"05:00, 14/04/2025",Đà Nẵng (DAD),"06:20, 14/04/2025",1 giờ 20 phút,320B,Vietjet Air  Chuyến bay: VJ1622   Hạng vé : J1_ECO,Người lớn,1,"890,000 VNĐ","776,000 VNĐ","1,666,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:57:21
TP Hồ Chí Minh (SGN),"13:00, 14/04/2025",Đà Nẵng (DAD),"14:20, 14/04/2025",1 giờ 20 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ652   Hạng vé : J1_ECO,Người lớn,1,"890,000 VNĐ","776,000 VNĐ","1,666,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:57:22
TP Hồ Chí Minh (SGN),"13:35, 14/04/2025",Đà Nẵng (DAD),"14:50, 14/04/2025",1 giờ 15 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ650   Hạng vé : J1_ECO,Người lớn,1,"890,000 VNĐ","776,000 VNĐ","1,666,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:57:22
TP Hồ Chí Minh (SGN),"16:15, 14/04/2025",Đà Nẵng (DAD),"17:35, 14/04/2025",1 giờ 20 phút,320B,Vietjet Air  Chuyến bay: VJ1648   Hạng vé : J1_ECO,Người lớn,1,"890,000 VNĐ","776,000 VNĐ","1,666,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:57:23
TP Hồ Chí Minh (SGN),"12:30, 14/04/2025",Đà Nẵng (DAD),"13:50, 14/04/2025",1 giờ 20 phút,320B,Vietjet Air  Chuyến bay: VJ648   Hạng vé : I1_ECO,Người lớn,1,"1,000,000 VNĐ","784,000 VNĐ","1,784,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 21:57:24
