Departure Location,Departure Time,Arrival Location,Arrival Time,Flight Duration,Aircraft Type,Ticket Price,Passenger Type,Number of Tickets,Price per Ticket,Taxes & Fees,Total Price,Carry-on Baggage,Checked Baggage,Refund Policy,Scrape Time
TP Hồ Chí Minh (SGN),"05:45, 13/04/2025",Hà Nội (HAN),"07:55, 13/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietravel Airlines  Chuyến bay: VU750   Hạng vé : Y,Người lớn,1,"2,820,000 VNĐ","984,000 VNĐ","3,804,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,,2025-04-12 22:06:57
TP Hồ Chí Minh (SGN),"07:30, 13/04/2025",Hà Nội (HAN),"09:40, 13/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ120   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:06:57
TP Hồ Chí Minh (SGN),"19:40, 13/04/2025",Hà Nội (HAN),"21:50, 13/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Vietjet Air  Chuyến bay: VJ1158   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:06:58
TP Hồ Chí Minh (SGN),"20:00, 13/04/2025",Hà Nội (HAN),"22:10, 13/04/2025",2 giờ 10 phút,320B,Vietjet Air  Chuyến bay: VJ1176   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:06:58
TP Hồ Chí Minh (SGN),"20:05, 13/04/2025",Hà Nội (HAN),"22:10, 13/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1160   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:06:59
TP Hồ Chí Minh (SGN),"21:00, 13/04/2025",Hà Nội (HAN),"23:10, 13/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ174   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:00
TP Hồ Chí Minh (SGN),"17:25, 13/04/2025",Hà Nội (HAN),"19:35, 13/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1162   Hạng vé : H1_ECO,Người lớn,1,"1,790,000 VNĐ","848,000 VNĐ","2,638,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:00
TP Hồ Chí Minh (SGN),"18:45, 13/04/2025",Hà Nội (HAN),"20:55, 13/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Bamboo Airways  Chuyến bay: QH268   Hạng vé : ECONOMYSMART,Người lớn,1,"2,049,000 VNĐ","868,000 VNĐ","2,917,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:01
TP Hồ Chí Minh (SGN),"15:25, 13/04/2025",Hà Nội (HAN),"17:35, 13/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ146   Hạng vé : L1_ECO,Người lớn,1,"2,160,000 VNĐ","877,000 VNĐ","3,037,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:02
TP Hồ Chí Minh (SGN),"23:45, 13/04/2025",Hà Nội (HAN),"02:00, 14/04/2025",2 giờ 15 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN7220   Hạng vé : K,Người lớn,1,"2,209,000 VNĐ","866,000 VNĐ","3,075,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 22:07:02
TP Hồ Chí Minh (SGN),"10:25, 13/04/2025",Hà Nội (HAN),"12:35, 13/04/2025",2 giờ 10 phút,320B,Vietjet Air  Chuyến bay: VJ1130   Hạng vé : M1_ECO,Người lớn,1,"2,300,000 VNĐ","888,000 VNĐ","3,188,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:03
TP Hồ Chí Minh (SGN),"12:10, 13/04/2025",Hà Nội (HAN),"14:20, 13/04/2025",2 giờ 10 phút,Airbus A330 (máy bay lớn),Vietjet Air  Chuyến bay: VJ198   Hạng vé : M1_ECO,Người lớn,1,"2,300,000 VNĐ","888,000 VNĐ","3,188,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:03
TP Hồ Chí Minh (SGN),"12:10, 13/04/2025",Hà Nội (HAN),"14:20, 13/04/2025",2 giờ 10 phút,Airbus A330 (máy bay lớn),Vietjet Air  Chuyến bay: VJ178   Hạng vé : M1_ECO,Người lớn,1,"2,300,000 VNĐ","888,000 VNĐ","3,188,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:04
TP Hồ Chí Minh (SGN),"14:05, 13/04/2025",Hà Nội (HAN),"16:10, 13/04/2025",2 giờ 5 phút,Máy bay: Airbus A320,Vietjet Air  Chuyến bay: VJ1148   Hạng vé : M1_ECO,Người lớn,1,"2,300,000 VNĐ","888,000 VNĐ","3,188,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:05
TP Hồ Chí Minh (SGN),"10:40, 13/04/2025",Hà Nội (HAN),"12:50, 13/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Bamboo Airways  Chuyến bay: QH224   Hạng vé : ECONOMYFLEX,Người lớn,1,"2,599,000 VNĐ","912,000 VNĐ","3,511,000 VNĐ",7kg,20kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé miễn phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:05
TP Hồ Chí Minh (SGN),"12:50, 13/04/2025",Hà Nội (HAN),"15:00, 13/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Bamboo Airways  Chuyến bay: QH242   Hạng vé : ECONOMYFLEX,Người lớn,1,"2,599,000 VNĐ","912,000 VNĐ","3,511,000 VNĐ",7kg,20kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé miễn phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:06
TP Hồ Chí Minh (SGN),"07:00, 13/04/2025",Hà Nội (HAN),"09:05, 13/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN240   Hạng vé : M,Người lớn,1,"2,789,000 VNĐ","913,000 VNĐ","3,702,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-04-12 22:07:07
TP Hồ Chí Minh (SGN),"22:00, 13/04/2025",Hà Nội (HAN),"00:05, 14/04/2025",2 giờ 5 phút,Airbus A359 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN224   Hạng vé : M,Người lớn,1,"2,789,000 VNĐ","913,000 VNĐ","3,702,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-04-12 22:07:07
TP Hồ Chí Minh (SGN),"23:00, 13/04/2025",Hà Nội (HAN),"01:05, 14/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN270   Hạng vé : M,Người lớn,1,"2,789,000 VNĐ","913,000 VNĐ","3,702,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-04-12 22:07:08
TP Hồ Chí Minh (SGN),"06:00, 13/04/2025",Hà Nội (HAN),"08:10, 13/04/2025",2 giờ 10 phút,Máy bay: Airbus A321B,Vietjet Air  Chuyến bay: VJ1128   Hạng vé : T1_ECO,Người lớn,1,"2,870,000 VNĐ","934,000 VNĐ","3,804,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:08
TP Hồ Chí Minh (SGN),"07:10, 13/04/2025",Hà Nội (HAN),"09:20, 13/04/2025",2 giờ 10 phút,Máy bay: Airbus A321B,Vietjet Air  Chuyến bay: VJ190   Hạng vé : T1_ECO,Người lớn,1,"2,870,000 VNĐ","934,000 VNĐ","3,804,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:09
TP Hồ Chí Minh (SGN),"08:10, 13/04/2025",Hà Nội (HAN),"10:20, 13/04/2025",2 giờ 10 phút,Máy bay: Airbus A321B,Vietjet Air  Chuyến bay: VJ1126   Hạng vé : T1_ECO,Người lớn,1,"2,870,000 VNĐ","934,000 VNĐ","3,804,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:10
TP Hồ Chí Minh (SGN),"09:20, 13/04/2025",Hà Nội (HAN),"11:30, 13/04/2025",2 giờ 10 phút,321H,Vietjet Air  Chuyến bay: VJ124   Hạng vé : T1_ECO,Người lớn,1,"2,870,000 VNĐ","934,000 VNĐ","3,804,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:10
TP Hồ Chí Minh (SGN),"12:25, 13/04/2025",Hà Nội (HAN),"14:35, 13/04/2025",2 giờ 10 phút,Máy bay: Airbus A321B,Vietjet Air  Chuyến bay: VJ1138   Hạng vé : T1_ECO,Người lớn,1,"2,870,000 VNĐ","934,000 VNĐ","3,804,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:11
TP Hồ Chí Minh (SGN),"17:20, 13/04/2025",Hà Nội (HAN),"19:30, 13/04/2025",2 giờ 10 phút,Máy bay: Airbus A321B,Vietjet Air  Chuyến bay: VJ1152   Hạng vé : T1_ECO,Người lớn,1,"2,870,000 VNĐ","934,000 VNĐ","3,804,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:11
TP Hồ Chí Minh (SGN),"18:45, 13/04/2025",Hà Nội (HAN),"20:55, 13/04/2025",2 giờ 10 phút,Máy bay: Airbus A321B,Vietjet Air  Chuyến bay: VJ1156   Hạng vé : T1_ECO,Người lớn,1,"2,870,000 VNĐ","934,000 VNĐ","3,804,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:12
TP Hồ Chí Minh (SGN),"20:50, 13/04/2025",Hà Nội (HAN),"23:00, 13/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Vietjet Air  Chuyến bay: VJ180   Hạng vé : T1_ECO,Người lớn,1,"2,870,000 VNĐ","934,000 VNĐ","3,804,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:13
TP Hồ Chí Minh (SGN),"23:10, 13/04/2025",Hà Nội (HAN),"01:20, 14/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1168   Hạng vé : T1_ECO,Người lớn,1,"2,870,000 VNĐ","934,000 VNĐ","3,804,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:07:12
TP Hồ Chí Minh (SGN),"09:00, 13/04/2025",Hà Nội (HAN),"11:05, 13/04/2025",2 giờ 5 phút,Airbus A359 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN244   Hạng vé : B,Người lớn,1,"2,937,000 VNĐ","924,000 VNĐ","3,861,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-04-12 22:07:13
TP Hồ Chí Minh (SGN),"11:00, 13/04/2025",Hà Nội (HAN),"13:05, 13/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN246   Hạng vé : B,Người lớn,1,"2,937,000 VNĐ","924,000 VNĐ","3,861,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-04-12 22:07:14
TP Hồ Chí Minh (SGN),"19:35, 13/04/2025",Hà Nội (HAN),"21:40, 13/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN262   Hạng vé : B,Người lớn,1,"2,937,000 VNĐ","924,000 VNĐ","3,861,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-04-12 22:07:14
TP Hồ Chí Minh (SGN),"20:00, 13/04/2025",Hà Nội (HAN),"22:05, 13/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN220   Hạng vé : B,Người lớn,1,"2,937,000 VNĐ","924,000 VNĐ","3,861,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-04-12 22:07:15
TP Hồ Chí Minh (SGN),"20:30, 13/04/2025",Hà Nội (HAN),"22:35, 13/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN256   Hạng vé : B,Người lớn,1,"2,937,000 VNĐ","924,000 VNĐ","3,861,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-04-12 22:07:15
TP Hồ Chí Minh (SGN),"21:00, 13/04/2025",Hà Nội (HAN),"23:05, 13/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN260   Hạng vé : B,Người lớn,1,"2,937,000 VNĐ","924,000 VNĐ","3,861,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-04-12 22:07:16
TP Hồ Chí Minh (SGN),"08:00, 13/04/2025",Hà Nội (HAN),"10:05, 13/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN208   Hạng vé : U,Người lớn,1,"3,137,000 VNĐ","940,000 VNĐ","4,077,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-04-12 22:07:17
TP Hồ Chí Minh (SGN),"12:00, 13/04/2025",Hà Nội (HAN),"14:05, 13/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN212   Hạng vé : U,Người lớn,1,"3,137,000 VNĐ","940,000 VNĐ","4,077,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-04-12 22:07:17
TP Hồ Chí Minh (SGN),"13:00, 13/04/2025",Hà Nội (HAN),"15:05, 13/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN248   Hạng vé : U,Người lớn,1,"3,137,000 VNĐ","940,000 VNĐ","4,077,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-04-12 22:07:18
TP Hồ Chí Minh (SGN),"14:00, 13/04/2025",Hà Nội (HAN),"16:05, 13/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN214   Hạng vé : U,Người lớn,1,"3,137,000 VNĐ","940,000 VNĐ","4,077,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-04-12 22:07:19
TP Hồ Chí Minh (SGN),"16:40, 13/04/2025",Hà Nội (HAN),"18:45, 13/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN252   Hạng vé : U,Người lớn,1,"3,137,000 VNĐ","940,000 VNĐ","4,077,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-04-12 22:07:19
TP Hồ Chí Minh (SGN),"17:00, 13/04/2025",Hà Nội (HAN),"19:10, 13/04/2025",2 giờ 10 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN254   Hạng vé : U,Người lớn,1,"3,137,000 VNĐ","940,000 VNĐ","4,077,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-04-12 22:07:20
TP Hồ Chí Minh (SGN),"19:00, 13/04/2025",Hà Nội (HAN),"21:05, 13/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN258   Hạng vé : U,Người lớn,1,"3,137,000 VNĐ","940,000 VNĐ","4,077,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-04-12 22:07:20
TP Hồ Chí Minh (SGN),"04:55, 13/04/2025",Hà Nội (HAN),"07:05, 13/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Pacific Airlines  Chuyến bay: VN6002   Hạng vé : I,Người lớn,1,"3,137,000 VNĐ","940,000 VNĐ","4,077,000 VNĐ",7kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:07:21
TP Hồ Chí Minh (SGN),"06:00, 13/04/2025",Hà Nội (HAN),"08:05, 13/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN206   Hạng vé : I,Người lớn,1,"3,137,000 VNĐ","940,000 VNĐ","4,077,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:07:22
TP Hồ Chí Minh (SGN),"23:00, 13/04/2025",Hà Nội (HAN),"01:05, 14/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN270   Hạng vé : I,Người lớn,1,"3,137,000 VNĐ","940,000 VNĐ","4,077,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:07:22
TP Hồ Chí Minh (SGN),"10:00, 13/04/2025",Hà Nội (HAN),"12:05, 13/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN210   Hạng vé : Z,Người lớn,1,"3,637,000 VNĐ","980,000 VNĐ","4,617,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-04-12 22:07:23
TP Hồ Chí Minh (SGN),"14:30, 13/04/2025",Hà Nội (HAN),"16:35, 13/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN7252   Hạng vé : Z,Người lớn,1,"3,637,000 VNĐ","980,000 VNĐ","4,617,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-04-12 22:07:24
