Departure Location,Departure Time,Arrival Location,Arrival Time,Flight Duration,Aircraft Type,Ticket Price,Passenger Type,Number of Tickets,Price per Ticket,Taxes & Fees,Total Price,Carry-on Baggage,Checked Baggage,Refund Policy,Scrape Time
TP Hồ Chí Minh (SGN),"06:30, 16/04/2025",Hà Nội (HAN),"08:40, 16/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN7206   Hạng vé : I,Người lớn,1,"4,899,000 VNĐ","1,081,000 VNĐ","5,980,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:10
TP Hồ Chí Minh (SGN),"07:00, 16/04/2025",Hà Nội (HAN),"09:05, 16/04/2025",2 giờ 5 phút,Airbus A359 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN240   Hạng vé : I,Người lớn,1,"4,899,000 VNĐ","1,081,000 VNĐ","5,980,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:11
TP Hồ Chí Minh (SGN),"12:50, 16/04/2025",Hà Nội (HAN),"15:00, 16/04/2025",2 giờ 10 phút,Airbus A330 (máy bay lớn),Vietjet Air  Chuyến bay: VJ1172   Hạng vé : C_Boss,Người lớn,1,"5,390,000 VNĐ","1,136,000 VNĐ","6,526,000 VNĐ",18kg,40kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé miễn phí, thu chênh lệch giá', '- Áp dụng đổi tên mất phí', '- Miễn phí chọn chỗ trước']",2025-04-12 22:10:11
TP Hồ Chí Minh (SGN),"19:35, 16/04/2025",Hà Nội (HAN),"21:40, 16/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN262   Hạng vé : J,Người lớn,1,"7,599,000 VNĐ","1,297,000 VNĐ","8,896,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:12
TP Hồ Chí Minh (SGN),"20:00, 16/04/2025",Hà Nội (HAN),"22:05, 16/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN220   Hạng vé : J,Người lớn,1,"7,599,000 VNĐ","1,297,000 VNĐ","8,896,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:13
TP Hồ Chí Minh (SGN),"17:00, 16/04/2025",Hà Nội (HAN),"19:10, 16/04/2025",2 giờ 10 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN254   Hạng vé : J,Người lớn,1,"7,599,000 VNĐ","1,297,000 VNĐ","8,896,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:13
TP Hồ Chí Minh (SGN),"17:55, 16/04/2025",Hà Nội (HAN),"20:00, 16/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN252   Hạng vé : J,Người lớn,1,"7,599,000 VNĐ","1,297,000 VNĐ","8,896,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:14
TP Hồ Chí Minh (SGN),"16:00, 16/04/2025",Hà Nội (HAN),"18:05, 16/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN216   Hạng vé : J,Người lớn,1,"7,599,000 VNĐ","1,297,000 VNĐ","8,896,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:14
TP Hồ Chí Minh (SGN),"16:15, 16/04/2025",Hà Nội (HAN),"18:25, 16/04/2025",2 giờ 10 phút,Airbus A350 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN7258   Hạng vé : J,Người lớn,1,"7,599,000 VNĐ","1,297,000 VNĐ","8,896,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:15
TP Hồ Chí Minh (SGN),"19:00, 16/04/2025",Hà Nội (HAN),"21:05, 16/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN258   Hạng vé : J,Người lớn,1,"7,599,000 VNĐ","1,297,000 VNĐ","8,896,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:16
TP Hồ Chí Minh (SGN),"12:00, 16/04/2025",Hà Nội (HAN),"14:05, 16/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN212   Hạng vé : J,Người lớn,1,"7,599,000 VNĐ","1,297,000 VNĐ","8,896,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:16
TP Hồ Chí Minh (SGN),"13:00, 16/04/2025",Hà Nội (HAN),"15:05, 16/04/2025",2 giờ 5 phút,Airbus A359 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN248   Hạng vé : J,Người lớn,1,"7,599,000 VNĐ","1,297,000 VNĐ","8,896,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:17
TP Hồ Chí Minh (SGN),"14:00, 16/04/2025",Hà Nội (HAN),"16:05, 16/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN214   Hạng vé : J,Người lớn,1,"7,599,000 VNĐ","1,297,000 VNĐ","8,896,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:18
TP Hồ Chí Minh (SGN),"15:00, 16/04/2025",Hà Nội (HAN),"17:05, 16/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN250   Hạng vé : J,Người lớn,1,"7,599,000 VNĐ","1,297,000 VNĐ","8,896,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:18
TP Hồ Chí Minh (SGN),"18:00, 16/04/2025",Hà Nội (HAN),"20:05, 16/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN218   Hạng vé : J,Người lớn,1,"7,599,000 VNĐ","1,297,000 VNĐ","8,896,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:19
TP Hồ Chí Minh (SGN),"11:00, 16/04/2025",Hà Nội (HAN),"13:05, 16/04/2025",2 giờ 5 phút,Airbus A359 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN246   Hạng vé : J,Người lớn,1,"7,599,000 VNĐ","1,297,000 VNĐ","8,896,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:19
TP Hồ Chí Minh (SGN),"08:00, 16/04/2025",Hà Nội (HAN),"10:05, 16/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN208   Hạng vé : J,Người lớn,1,"7,599,000 VNĐ","1,297,000 VNĐ","8,896,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:19
TP Hồ Chí Minh (SGN),"09:00, 16/04/2025",Hà Nội (HAN),"11:05, 16/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN244   Hạng vé : J,Người lớn,1,"7,599,000 VNĐ","1,297,000 VNĐ","8,896,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:20
TP Hồ Chí Minh (SGN),"10:00, 16/04/2025",Hà Nội (HAN),"12:05, 16/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN210   Hạng vé : J,Người lớn,1,"7,599,000 VNĐ","1,297,000 VNĐ","8,896,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-04-12 22:10:20
TP Hồ Chí Minh (SGN),"23:35, 17/04/2025",Hà Nội (HAN),"01:45, 18/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1170   Hạng vé : U1_ECO,Người lớn,1,"1,130,000 VNĐ","795,000 VNĐ","1,925,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:26
TP Hồ Chí Minh (SGN),"05:45, 17/04/2025",Hà Nội (HAN),"07:55, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietravel Airlines  Chuyến bay: VU750   Hạng vé : M,Người lớn,1,"1,198,000 VNĐ","854,000 VNĐ","2,052,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,,2025-04-12 22:10:27
TP Hồ Chí Minh (SGN),"23:00, 17/04/2025",Hà Nội (HAN),"01:05, 18/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN270   Hạng vé : T,Người lớn,1,"1,259,000 VNĐ","790,000 VNĐ","2,049,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 22:10:27
TP Hồ Chí Minh (SGN),"23:15, 17/04/2025",Hà Nội (HAN),"01:20, 18/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN7250   Hạng vé : T,Người lớn,1,"1,259,000 VNĐ","790,000 VNĐ","2,049,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 22:10:28
TP Hồ Chí Minh (SGN),"05:00, 17/04/2025",Hà Nội (HAN),"07:10, 17/04/2025",2 giờ 10 phút,320B,Vietjet Air  Chuyến bay: VJ1198   Hạng vé : J1_ECO,Người lớn,1,"1,290,000 VNĐ","808,000 VNĐ","2,098,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:28
TP Hồ Chí Minh (SGN),"20:00, 17/04/2025",Hà Nội (HAN),"22:10, 17/04/2025",2 giờ 10 phút,320B,Vietjet Air  Chuyến bay: VJ1176   Hạng vé : J1_ECO,Người lớn,1,"1,290,000 VNĐ","808,000 VNĐ","2,098,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:29
TP Hồ Chí Minh (SGN),"23:05, 17/04/2025",Hà Nội (HAN),"01:15, 18/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Bamboo Airways  Chuyến bay: QH290   Hạng vé : ECONOMYSMART,Người lớn,1,"1,419,000 VNĐ","818,000 VNĐ","2,237,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:30
TP Hồ Chí Minh (SGN),"04:15, 17/04/2025",Hà Nội (HAN),"06:20, 17/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN7220   Hạng vé : R,Người lớn,1,"1,449,000 VNĐ","805,000 VNĐ","2,254,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 22:10:30
TP Hồ Chí Minh (SGN),"04:55, 17/04/2025",Hà Nội (HAN),"07:05, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Pacific Airlines  Chuyến bay: VN6002   Hạng vé : R,Người lớn,1,"1,449,000 VNĐ","805,000 VNĐ","2,254,000 VNĐ",7kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 22:10:31
TP Hồ Chí Minh (SGN),"05:10, 17/04/2025",Hà Nội (HAN),"07:20, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Bamboo Airways  Chuyến bay: QH202   Hạng vé : ECONOMYSMART,Người lớn,1,"1,629,000 VNĐ","835,000 VNĐ","2,464,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:32
TP Hồ Chí Minh (SGN),"07:10, 17/04/2025",Hà Nội (HAN),"09:20, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Bamboo Airways  Chuyến bay: QH204   Hạng vé : ECONOMYSMART,Người lớn,1,"1,629,000 VNĐ","835,000 VNĐ","2,464,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:32
TP Hồ Chí Minh (SGN),"20:00, 17/04/2025",Hà Nội (HAN),"22:10, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1160   Hạng vé : J1_ECO,Người lớn,1,"1,290,000 VNĐ","808,000 VNĐ","2,098,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:33
TP Hồ Chí Minh (SGN),"20:30, 17/04/2025",Hà Nội (HAN),"22:40, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ180   Hạng vé : J1_ECO,Người lớn,1,"1,290,000 VNĐ","808,000 VNĐ","2,098,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:33
TP Hồ Chí Minh (SGN),"21:00, 17/04/2025",Hà Nội (HAN),"23:10, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Vietjet Air  Chuyến bay: VJ174   Hạng vé : J1_ECO,Người lớn,1,"1,290,000 VNĐ","808,000 VNĐ","2,098,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:34
TP Hồ Chí Minh (SGN),"22:10, 17/04/2025",Hà Nội (HAN),"00:20, 18/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ172   Hạng vé : J1_ECO,Người lớn,1,"1,290,000 VNĐ","808,000 VNĐ","2,098,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:35
TP Hồ Chí Minh (SGN),"22:55, 17/04/2025",Hà Nội (HAN),"01:05, 18/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1168   Hạng vé : J1_ECO,Người lớn,1,"1,290,000 VNĐ","808,000 VNĐ","2,098,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:35
TP Hồ Chí Minh (SGN),"06:00, 17/04/2025",Hà Nội (HAN),"08:10, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1128   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:36
TP Hồ Chí Minh (SGN),"06:15, 17/04/2025",Hà Nội (HAN),"08:25, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Vietjet Air  Chuyến bay: VJ196   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:37
TP Hồ Chí Minh (SGN),"07:10, 17/04/2025",Hà Nội (HAN),"09:20, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ190   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:37
TP Hồ Chí Minh (SGN),"07:30, 17/04/2025",Hà Nội (HAN),"09:40, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ120   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:38
TP Hồ Chí Minh (SGN),"08:10, 17/04/2025",Hà Nội (HAN),"10:20, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1126   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:38
TP Hồ Chí Minh (SGN),"18:45, 17/04/2025",Hà Nội (HAN),"20:55, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1156   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:39
TP Hồ Chí Minh (SGN),"19:40, 17/04/2025",Hà Nội (HAN),"21:50, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1158   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:40
TP Hồ Chí Minh (SGN),"11:25, 17/04/2025",Hà Nội (HAN),"13:35, 17/04/2025",2 giờ 10 phút,Airbus A330 (máy bay lớn),Vietjet Air  Chuyến bay: VJ1140   Hạng vé : B1_ECO,Người lớn,1,"1,610,000 VNĐ","833,000 VNĐ","2,443,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:40
TP Hồ Chí Minh (SGN),"12:10, 17/04/2025",Hà Nội (HAN),"14:20, 17/04/2025",2 giờ 10 phút,Airbus A330 (máy bay lớn),Vietjet Air  Chuyến bay: VJ198   Hạng vé : B1_ECO,Người lớn,1,"1,610,000 VNĐ","833,000 VNĐ","2,443,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:41
TP Hồ Chí Minh (SGN),"12:25, 17/04/2025",Hà Nội (HAN),"14:35, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1138   Hạng vé : B1_ECO,Người lớn,1,"1,610,000 VNĐ","833,000 VNĐ","2,443,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:42
TP Hồ Chí Minh (SGN),"10:40, 17/04/2025",Hà Nội (HAN),"12:50, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Bamboo Airways  Chuyến bay: QH224   Hạng vé : ECONOMYSMART,Người lớn,1,"1,629,000 VNĐ","835,000 VNĐ","2,464,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:42
TP Hồ Chí Minh (SGN),"12:50, 17/04/2025",Hà Nội (HAN),"15:00, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Bamboo Airways  Chuyến bay: QH242   Hạng vé : ECONOMYSMART,Người lớn,1,"1,629,000 VNĐ","835,000 VNĐ","2,464,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:43
TP Hồ Chí Minh (SGN),"15:45, 17/04/2025",Hà Nội (HAN),"17:55, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Bamboo Airways  Chuyến bay: QH254   Hạng vé : ECONOMYSMART,Người lớn,1,"1,629,000 VNĐ","835,000 VNĐ","2,464,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:43
TP Hồ Chí Minh (SGN),"18:40, 17/04/2025",Hà Nội (HAN),"20:50, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Bamboo Airways  Chuyến bay: QH268   Hạng vé : ECONOMYSMART,Người lớn,1,"1,629,000 VNĐ","835,000 VNĐ","2,464,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-04-12 22:10:44
TP Hồ Chí Minh (SGN),"06:30, 17/04/2025",Hà Nội (HAN),"08:40, 17/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN7206   Hạng vé : N,Người lớn,1,"1,639,000 VNĐ","821,000 VNĐ","2,460,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 22:10:45
TP Hồ Chí Minh (SGN),"21:00, 17/04/2025",Hà Nội (HAN),"23:05, 17/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN260   Hạng vé : N,Người lớn,1,"1,639,000 VNĐ","821,000 VNĐ","2,460,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 22:10:45
TP Hồ Chí Minh (SGN),"15:00, 17/04/2025",Hà Nội (HAN),"17:05, 17/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN250   Hạng vé : Q,Người lớn,1,"1,809,000 VNĐ","834,000 VNĐ","2,643,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 22:10:46
TP Hồ Chí Minh (SGN),"16:40, 17/04/2025",Hà Nội (HAN),"18:45, 17/04/2025",2 giờ 5 phút,Airbus A350 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN252   Hạng vé : Q,Người lớn,1,"1,809,000 VNĐ","834,000 VNĐ","2,643,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 22:10:47
TP Hồ Chí Minh (SGN),"20:30, 17/04/2025",Hà Nội (HAN),"22:35, 17/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN256   Hạng vé : Q,Người lớn,1,"1,809,000 VNĐ","834,000 VNĐ","2,643,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 22:10:47
TP Hồ Chí Minh (SGN),"12:00, 17/04/2025",Hà Nội (HAN),"14:05, 17/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN212   Hạng vé : L,Người lớn,1,"1,999,000 VNĐ","849,000 VNĐ","2,848,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-04-12 22:10:48
