Departure Time,Passenger Type,Number of Tickets,Price per Ticket,Taxes & Fees,Total Price,Carry-on Baggage,Checked Baggage,Scrape Time,Flight Code,Fare Class,Departure Location Code,Airline_id
2025-04-01 23:05:00,Người lớn,1,1249000,804000,2053000,7,,2025-03-31 08:55:44,QH290,ECONOMYSMART,SGN,AL001
2025-04-01 05:10:00,Người lớn,1,1419000,818000,2237000,7,,2025-03-31 08:55:45,QH202,ECONOMYSMART,SGN,AL001
2025-04-01 18:45:00,Người lớn,1,1419000,818000,2237000,7,,2025-03-31 08:55:46,QH268,ECONOMYSMART,SGN,AL001
2025-04-01 20:00:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:55:46,VJ1176,I1_ECO,SGN,AL002
2025-04-01 20:05:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:55:47,VJ1160,I1_ECO,SGN,AL002
2025-04-01 21:00:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:55:48,VJ174,I1_ECO,SGN,AL002
2025-04-01 05:45:00,Người lớn,1,1518000,880000,2398000,7,,2025-03-31 08:55:48,VU750,O,SGN,AL003
2025-04-01 23:00:00,Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:55:49,VN270,L,SGN,AL004
2025-04-01 16:00:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:55:49,VN216,K,SGN,AL004
2025-04-01 17:00:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:55:50,VN254,K,SGN,AL004
2025-04-01 04:55:00,Người lớn,1,2209000,866000,3075000,7,23.0,2025-03-31 08:55:51,VN6002,K,SGN,AL005
2025-04-01 21:25:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:55:51,VJ180,I1_ECO,SGN,AL002
2025-04-01 22:10:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:55:52,VJ172,I1_ECO,SGN,AL002
2025-04-01 22:55:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:55:53,VJ1168,I1_ECO,SGN,AL002
2025-04-01 23:35:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:55:53,VJ1170,I1_ECO,SGN,AL002
2025-04-01 05:00:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:55:54,VJ1198,B1_ECO,SGN,AL002
2025-04-01 06:15:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:55:54,VJ196,B1_ECO,SGN,AL002
2025-04-01 06:30:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:55:55,VJ1180,B1_ECO,SGN,AL002
2025-04-01 07:10:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:55:56,VJ190,B1_ECO,SGN,AL002
2025-04-01 07:30:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:55:56,VJ120,B1_ECO,SGN,AL002
2025-04-01 08:10:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:55:57,VJ1126,B1_ECO,SGN,AL002
2025-04-01 16:05:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:55:58,VJ150,B1_ECO,SGN,AL002
2025-04-01 16:50:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:55:58,VJ1162,B1_ECO,SGN,AL002
2025-04-01 17:20:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:55:59,VJ1152,B1_ECO,SGN,AL002
2025-04-01 18:45:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:55:59,VJ1156,B1_ECO,SGN,AL002
2025-04-01 19:40:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:56:00,VJ1158,B1_ECO,SGN,AL002
2025-04-01 07:10:00,Người lớn,1,1629000,835000,2464000,7,,2025-03-31 08:56:01,QH204,ECONOMYSMART,SGN,AL001
2025-04-01 15:45:00,Người lớn,1,1629000,835000,2464000,7,,2025-03-31 08:56:01,QH254,ECONOMYSMART,SGN,AL001
2025-04-01 09:20:00,Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:56:02,VJ124,H1_ECO,SGN,AL002
2025-04-01 09:40:00,Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:56:03,VJ1132,H1_ECO,SGN,AL002
2025-04-01 10:25:00,Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:56:03,VJ1130,H1_ECO,SGN,AL002
2025-04-01 12:10:00,Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:56:04,VJ178,H1_ECO,SGN,AL002
2025-04-01 13:10:00,Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:56:05,VJ140,H1_ECO,SGN,AL002
2025-04-01 15:25:00,Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:56:05,VJ146,H1_ECO,SGN,AL002
2025-04-01 10:40:00,Người lớn,1,1839000,852000,2691000,7,,2025-03-31 08:56:06,QH224,ECONOMYSMART,SGN,AL001
2025-04-01 12:50:00,Người lớn,1,1839000,852000,2691000,7,,2025-03-31 08:56:06,QH242,ECONOMYSMART,SGN,AL001
2025-04-01 19:35:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:56:07,VN262,K,SGN,AL004
2025-04-01 20:00:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:56:08,VN220,K,SGN,AL004
2025-04-01 20:30:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:56:07,VN256,K,SGN,AL004
2025-04-01 21:00:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:56:08,VN260,K,SGN,AL004
2025-04-01 14:00:00,Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 08:56:08,VN214,H,SGN,AL004
2025-04-01 15:00:00,Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 08:56:09,VN250,H,SGN,AL004
2025-04-01 16:40:00,Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 08:56:10,VN252,H,SGN,AL004
2025-04-01 18:00:00,Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 08:56:10,VN218,H,SGN,AL004
2025-04-01 06:30:00,Người lớn,1,2609000,898000,3507000,10,23.0,2025-03-31 08:56:11,VN7206,S,SGN,AL004
2025-04-01 11:00:00,Người lớn,1,2609000,898000,3507000,10,23.0,2025-03-31 08:56:11,VN246,S,SGN,AL004
2025-04-01 12:00:00,Người lớn,1,2609000,898000,3507000,10,23.0,2025-03-31 08:56:12,VN212,S,SGN,AL004
2025-04-01 13:00:00,Người lớn,1,2789000,913000,3702000,10,23.0,2025-03-31 08:56:13,VN248,M,SGN,AL004
2025-04-01 19:00:00,Người lớn,1,2789000,913000,3702000,10,23.0,2025-03-31 08:56:13,VN258,M,SGN,AL004
2025-04-01 22:00:00,Người lớn,1,2789000,913000,3702000,10,23.0,2025-03-31 08:56:14,VN224,M,SGN,AL004
2025-04-01 10:00:00,Người lớn,1,2937000,924000,3861000,10,23.0,2025-03-31 08:56:15,VN210,B,SGN,AL004
2025-04-01 06:00:00,Người lớn,1,3137000,940000,4077000,10,23.0,2025-03-31 08:56:15,VN206,U,SGN,AL004
2025-04-01 07:00:00,Người lớn,1,3137000,940000,4077000,10,23.0,2025-03-31 08:56:16,VN240,U,SGN,AL004
2025-04-01 08:00:00,Người lớn,1,3137000,940000,4077000,10,23.0,2025-03-31 08:56:16,VN208,U,SGN,AL004
2025-04-01 23:00:00,Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:56:17,VN270,I,SGN,AL004
2025-04-01 04:55:00,Người lớn,1,3137000,940000,4077000,7,32.0,2025-03-31 08:56:18,VN6002,I,SGN,AL005
2025-04-01 20:30:00,Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:56:18,VN256,I,SGN,AL004
2025-04-01 21:00:00,Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:56:19,VN260,I,SGN,AL004
2025-04-01 22:00:00,Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:56:20,VN224,I,SGN,AL004
2025-04-01 06:00:00,Người lớn,1,3837000,996000,4833000,18,32.0,2025-03-31 08:56:20,VN206,D,SGN,AL004
2025-04-01 23:05:00,Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 08:56:21,QH290,BUSINESSSMART,SGN,AL001
2025-04-01 05:10:00,Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 08:56:21,QH202,BUSINESSSMART,SGN,AL001
2025-04-01 15:45:00,Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 08:56:22,QH254,BUSINESSSMART,SGN,AL001
2025-04-01 09:00:00,Người lớn,1,4437000,1044000,5481000,10,23.0,2025-03-31 08:56:23,VN244,W,SGN,AL004
2025-04-01 06:30:00,Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 08:56:23,VN7206,I,SGN,AL004
2025-04-01 07:00:00,Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 08:56:24,VN240,I,SGN,AL004
2025-04-01 06:30:00,Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 08:56:24,VJ1180,C_Boss,SGN,AL002
2025-04-01 12:10:00,Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 08:56:25,VJ178,C_Boss,SGN,AL002
2025-04-01 16:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:26,VN216,J,SGN,AL004
2025-04-01 17:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:26,VN254,J,SGN,AL004
2025-04-01 19:35:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:27,VN262,J,SGN,AL004
2025-04-01 20:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:28,VN220,J,SGN,AL004
2025-04-01 14:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:28,VN214,J,SGN,AL004
2025-04-01 15:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:29,VN250,J,SGN,AL004
2025-04-01 16:40:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:29,VN252,J,SGN,AL004
2025-04-01 18:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:30,VN218,J,SGN,AL004
2025-04-01 11:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:31,VN246,J,SGN,AL004
2025-04-01 12:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:31,VN212,J,SGN,AL004
2025-04-01 13:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:32,VN248,J,SGN,AL004
2025-04-01 19:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:33,VN258,J,SGN,AL004
2025-04-01 10:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:33,VN210,J,SGN,AL004
2025-04-01 08:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:34,VN208,J,SGN,AL004
2025-04-01 09:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:56:34,VN244,J,SGN,AL004
2025-04-02 17:15:00,Người lớn,1,1249000,804000,2053000,7,,2025-03-31 08:56:40,QH254,ECONOMYSMART,SGN,AL001
2025-04-02 18:40:00,Người lớn,1,1249000,804000,2053000,7,,2025-03-31 08:56:41,QH268,ECONOMYSMART,SGN,AL001
2025-04-02 23:05:00,Người lớn,1,1249000,804000,2053000,7,,2025-03-31 08:56:41,QH290,ECONOMYSMART,SGN,AL001
2025-04-02 22:10:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 08:56:42,VJ172,J1_ECO,SGN,AL002
2025-04-02 23:35:00,Người lớn,1,1290000,808000,2098000,7,,2025-03-31 08:56:43,VJ1170,J1_ECO,SGN,AL002
2025-04-02 07:10:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:43,VJ190,I1_ECO,SGN,AL002
2025-04-02 05:45:00,Người lớn,1,1518000,880000,2398000,7,,2025-03-31 08:56:44,VU750,O,SGN,AL003
2025-04-02 17:00:00,Người lớn,1,1639000,821000,2460000,10,23.0,2025-03-31 08:56:45,VN254,N,SGN,AL004
2025-04-02 04:55:00,Người lớn,1,1639000,821000,2460000,7,23.0,2025-03-31 08:56:45,VN6002,N,SGN,AL005
2025-04-02 06:30:00,Người lớn,1,1809000,834000,2643000,10,23.0,2025-03-31 08:56:46,VN7206,Q,SGN,AL004
2025-04-02 15:00:00,Người lớn,1,1809000,834000,2643000,10,23.0,2025-03-31 08:56:46,VN250,Q,SGN,AL004
2025-04-02 07:10:00,Người lớn,1,1419000,818000,2237000,7,,2025-03-31 08:56:47,QH204,ECONOMYSMART,SGN,AL001
2025-04-02 10:40:00,Người lớn,1,1419000,818000,2237000,7,,2025-03-31 08:56:48,QH224,ECONOMYSMART,SGN,AL001
2025-04-02 12:50:00,Người lớn,1,1419000,818000,2237000,7,,2025-03-31 08:56:48,QH242,ECONOMYSMART,SGN,AL001
2025-04-02 07:30:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:49,VJ120,I1_ECO,SGN,AL002
2025-04-02 13:10:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:50,VJ140,I1_ECO,SGN,AL002
2025-04-02 13:25:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:50,VJ1172,I1_ECO,SGN,AL002
2025-04-02 14:05:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:51,VJ1148,I1_ECO,SGN,AL002
2025-04-02 15:25:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:51,VJ146,I1_ECO,SGN,AL002
2025-04-02 16:05:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:52,VJ150,I1_ECO,SGN,AL002
2025-04-02 16:50:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:53,VJ1162,I1_ECO,SGN,AL002
2025-04-02 17:20:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:53,VJ1152,I1_ECO,SGN,AL002
2025-04-02 18:45:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:54,VJ1156,I1_ECO,SGN,AL002
2025-04-02 19:40:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:53,VJ1158,I1_ECO,SGN,AL002
2025-04-02 20:00:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:53,VJ1176,I1_ECO,SGN,AL002
2025-04-02 20:05:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:54,VJ1160,I1_ECO,SGN,AL002
2025-04-02 20:30:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:55,VJ180,I1_ECO,SGN,AL002
2025-04-02 22:45:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:56:55,VJ174,I1_ECO,SGN,AL002
2025-04-02 06:15:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:56:56,VJ196,B1_ECO,SGN,AL002
2025-04-02 08:10:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:56:57,VJ1126,B1_ECO,SGN,AL002
2025-04-02 10:25:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:56:57,VJ1130,B1_ECO,SGN,AL002
2025-04-02 05:00:00,Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:56:58,VJ1198,H1_ECO,SGN,AL002
2025-04-02 06:00:00,Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:56:58,VJ1128,H1_ECO,SGN,AL002
2025-04-02 09:20:00,Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:56:59,VJ124,H1_ECO,SGN,AL002
2025-04-02 09:40:00,Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:57:00,VJ1132,H1_ECO,SGN,AL002
2025-04-02 16:15:00,Người lớn,1,1809000,834000,2643000,10,23.0,2025-03-31 08:57:00,VN7258,Q,SGN,AL004
2025-04-02 16:40:00,Người lớn,1,1809000,834000,2643000,10,23.0,2025-03-31 08:57:01,VN252,Q,SGN,AL004
2025-04-02 12:25:00,Người lớn,1,1990000,864000,2854000,7,,2025-03-31 08:57:02,VJ1138,K1_ECO,SGN,AL002
2025-04-02 12:00:00,Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:02,VN212,L,SGN,AL004
2025-04-02 20:00:00,Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:03,VN220,L,SGN,AL004
2025-04-02 21:00:00,Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:03,VN260,L,SGN,AL004
2025-04-02 22:00:00,Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:04,VN224,L,SGN,AL004
2025-04-02 22:45:00,Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:05,VN7224,L,SGN,AL004
2025-04-02 23:00:00,Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:05,VN270,L,SGN,AL004
2025-04-02 06:00:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:06,VN206,K,SGN,AL004
2025-04-02 07:00:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:07,VN240,K,SGN,AL004
2025-04-02 08:00:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:07,VN208,K,SGN,AL004
2025-04-02 10:00:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:08,VN210,K,SGN,AL004
2025-04-02 11:00:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:08,VN246,K,SGN,AL004
2025-04-02 13:00:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:09,VN248,K,SGN,AL004
2025-04-02 14:00:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:10,VN214,K,SGN,AL004
2025-04-02 16:00:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:10,VN216,K,SGN,AL004
2025-04-02 18:00:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:11,VN218,K,SGN,AL004
2025-04-02 19:00:00,Người lớn,1,2419000,883000,3302000,10,23.0,2025-03-31 08:57:12,VN258,H,SGN,AL004
2025-04-02 09:00:00,Người lớn,1,3137000,940000,4077000,10,23.0,2025-03-31 08:57:12,VN244,U,SGN,AL004
2025-04-02 20:30:00,Người lớn,1,3137000,940000,4077000,10,23.0,2025-03-31 08:57:13,VN256,U,SGN,AL004
2025-04-02 04:55:00,Người lớn,1,3137000,940000,4077000,7,32.0,2025-03-31 08:57:13,VN6002,I,SGN,AL005
2025-04-02 21:00:00,Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:57:14,VN260,I,SGN,AL004
2025-04-02 22:00:00,Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:57:15,VN224,I,SGN,AL004
2025-04-02 23:00:00,Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:57:15,VN270,I,SGN,AL004
2025-04-02 20:30:00,Người lớn,1,3137000,940000,4077000,18,32.0,2025-03-31 08:57:16,VN256,I,SGN,AL004
2025-04-02 06:00:00,Người lớn,1,3837000,996000,4833000,18,32.0,2025-03-31 08:57:17,VN206,D,SGN,AL004
2025-04-02 17:15:00,Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 08:57:17,QH254,BUSINESSSMART,SGN,AL001
2025-04-02 23:05:00,Người lớn,1,4399000,1056000,5455000,14,40.0,2025-03-31 08:57:18,QH290,BUSINESSSMART,SGN,AL001
2025-04-02 06:30:00,Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 08:57:19,VN7206,I,SGN,AL004
2025-04-02 22:45:00,Người lớn,1,4899000,1081000,5980000,18,32.0,2025-03-31 08:57:19,VN7224,I,SGN,AL004
2025-04-02 13:25:00,Người lớn,1,5390000,1136000,6526000,18,40.0,2025-03-31 08:57:20,VJ1172,C_Boss,SGN,AL002
2025-04-02 07:00:00,Người lớn,1,6499000,1209000,7708000,18,32.0,2025-03-31 08:57:20,VN240,C,SGN,AL004
2025-04-02 17:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:21,VN254,J,SGN,AL004
2025-04-02 15:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:22,VN250,J,SGN,AL004
2025-04-02 16:15:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:22,VN7258,J,SGN,AL004
2025-04-02 16:40:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:23,VN252,J,SGN,AL004
2025-04-02 12:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:24,VN212,J,SGN,AL004
2025-04-02 20:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:24,VN220,J,SGN,AL004
2025-04-02 08:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:25,VN208,J,SGN,AL004
2025-04-02 10:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:24,VN210,J,SGN,AL004
2025-04-02 11:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:25,VN246,J,SGN,AL004
2025-04-02 13:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:25,VN248,J,SGN,AL004
2025-04-02 14:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:26,VN214,J,SGN,AL004
2025-04-02 16:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:27,VN216,J,SGN,AL004
2025-04-02 18:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:27,VN218,J,SGN,AL004
2025-04-02 19:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:28,VN258,J,SGN,AL004
2025-04-02 09:00:00,Người lớn,1,7599000,1297000,8896000,18,32.0,2025-03-31 08:57:29,VN244,J,SGN,AL004
2025-04-03 05:45:00,Người lớn,1,1358000,867000,2225000,7,,2025-03-31 08:57:34,VU750,N,SGN,AL003
2025-04-03 22:10:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:57:35,VJ172,I1_ECO,SGN,AL002
2025-04-03 22:55:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:57:36,VJ1168,I1_ECO,SGN,AL002
2025-04-03 23:35:00,Người lớn,1,1440000,820000,2260000,7,,2025-03-31 08:57:36,VJ1170,I1_ECO,SGN,AL002
2025-04-03 05:10:00,Người lớn,1,1629000,835000,2464000,7,,2025-03-31 08:57:37,QH202,ECONOMYSMART,SGN,AL001
2025-04-03 07:10:00,Người lớn,1,1629000,835000,2464000,7,,2025-03-31 08:57:37,QH204,ECONOMYSMART,SGN,AL001
2025-04-03 10:40:00,Người lớn,1,1629000,835000,2464000,7,,2025-03-31 08:57:38,QH224,ECONOMYSMART,SGN,AL001
2025-04-03 06:30:00,Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:38,VN7206,L,SGN,AL004
2025-04-03 14:00:00,Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:39,VN214,L,SGN,AL004
2025-04-03 21:00:00,Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:40,VN260,L,SGN,AL004
2025-04-03 04:55:00,Người lớn,1,2609000,898000,3507000,7,23.0,2025-03-31 08:57:40,VN6002,S,SGN,AL005
2025-04-03 06:00:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:41,VJ1128,B1_ECO,SGN,AL002
2025-04-03 06:15:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:42,VJ196,B1_ECO,SGN,AL002
2025-04-03 07:10:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:42,VJ190,B1_ECO,SGN,AL002
2025-04-03 07:30:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:43,VJ120,B1_ECO,SGN,AL002
2025-04-03 08:10:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:43,VJ1126,B1_ECO,SGN,AL002
2025-04-03 11:25:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:44,VJ1140,B1_ECO,SGN,AL002
2025-04-03 18:45:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:45,VJ1156,B1_ECO,SGN,AL002
2025-04-03 19:40:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:45,VJ1158,B1_ECO,SGN,AL002
2025-04-03 20:00:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:46,VJ1160,B1_ECO,SGN,AL002
2025-04-03 20:00:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:47,VJ1176,B1_ECO,SGN,AL002
2025-04-03 20:30:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:47,VJ180,B1_ECO,SGN,AL002
2025-04-03 21:00:00,Người lớn,1,1610000,833000,2443000,7,,2025-03-31 08:57:48,VJ174,B1_ECO,SGN,AL002
2025-04-03 12:50:00,Người lớn,1,1629000,835000,2464000,7,,2025-03-31 08:57:48,QH242,ECONOMYSMART,SGN,AL001
2025-04-03 15:45:00,Người lớn,1,1629000,835000,2464000,7,,2025-03-31 08:57:49,QH254,ECONOMYSMART,SGN,AL001
2025-04-03 18:40:00,Người lớn,1,1629000,835000,2464000,7,,2025-03-31 08:57:50,QH268,ECONOMYSMART,SGN,AL001
2025-04-03 23:05:00,Người lớn,1,1629000,835000,2464000,7,,2025-03-31 08:57:50,QH290,ECONOMYSMART,SGN,AL001
2025-04-03 09:20:00,Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:57:51,VJ124,H1_ECO,SGN,AL002
2025-04-03 10:25:00,Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:57:52,VJ1130,H1_ECO,SGN,AL002
2025-04-03 12:25:00,Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:57:52,VJ1138,H1_ECO,SGN,AL002
2025-04-03 17:05:00,Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:57:53,VJ1162,H1_ECO,SGN,AL002
2025-04-03 17:20:00,Người lớn,1,1790000,848000,2638000,7,,2025-03-31 08:57:54,VJ1152,H1_ECO,SGN,AL002
2025-04-03 22:00:00,Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:54,VN224,L,SGN,AL004
2025-04-03 23:00:00,Người lớn,1,1999000,849000,2848000,10,23.0,2025-03-31 08:57:55,VN270,L,SGN,AL004
2025-04-03 05:00:00,Người lớn,1,2160000,877000,3037000,7,,2025-03-31 08:57:55,VJ1198,L1_ECO,SGN,AL002
2025-04-03 09:40:00,Người lớn,1,2160000,877000,3037000,7,,2025-03-31 08:57:56,VJ1132,L1_ECO,SGN,AL002
2025-04-03 12:10:00,Người lớn,1,2160000,877000,3037000,7,,2025-03-31 08:57:55,VJ198,L1_ECO,SGN,AL002
2025-04-03 15:25:00,Người lớn,1,2160000,877000,3037000,7,,2025-03-31 08:57:56,VJ146,L1_ECO,SGN,AL002
2025-04-03 07:00:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:57,VN240,K,SGN,AL004
2025-04-03 12:00:00,Người lớn,1,2209000,866000,3075000,10,23.0,2025-03-31 08:57:57,VN212,K,SGN,AL004
