Departure Location,Departure Time,Arrival Location,Arrival Time,Flight Duration,Aircraft Type,Ticket Price,Passenger Type,Number of Tickets,Price per Ticket,Taxes & Fees,Total Price,Carry-on Baggage,Checked Baggage,Refund Policy,Scrape Time
TP Hồ Chí Minh (SGN),"23:05, 01/04/2025",Hà Nội (HAN),"01:15, 02/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Bamboo Airways  Chuyến bay: QH290   Hạng vé : ECONOMYSMART,Người lớn,1,"1,249,000 VNĐ","804,000 VNĐ","2,053,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:44
TP Hồ Chí Minh (SGN),"05:10, 01/04/2025",Hà Nội (HAN),"07:20, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Bamboo Airways  Chuyến bay: QH202   Hạng vé : ECONOMYSMART,Người lớn,1,"1,419,000 VNĐ","818,000 VNĐ","2,237,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:45
TP Hồ Chí Minh (SGN),"18:45, 01/04/2025",Hà Nội (HAN),"20:55, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Bamboo Airways  Chuyến bay: QH268   Hạng vé : ECONOMYSMART,Người lớn,1,"1,419,000 VNĐ","818,000 VNĐ","2,237,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:46
TP Hồ Chí Minh (SGN),"20:00, 01/04/2025",Hà Nội (HAN),"22:10, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Vietjet Air  Chuyến bay: VJ1176   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:46
TP Hồ Chí Minh (SGN),"20:05, 01/04/2025",Hà Nội (HAN),"22:10, 01/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1160   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:47
TP Hồ Chí Minh (SGN),"21:00, 01/04/2025",Hà Nội (HAN),"23:10, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ174   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:48
TP Hồ Chí Minh (SGN),"05:45, 01/04/2025",Hà Nội (HAN),"07:55, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietravel Airlines  Chuyến bay: VU750   Hạng vé : O,Người lớn,1,"1,518,000 VNĐ","880,000 VNĐ","2,398,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,,2025-03-31 08:55:48
TP Hồ Chí Minh (SGN),"23:00, 01/04/2025",Hà Nội (HAN),"01:05, 02/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN270   Hạng vé : L,Người lớn,1,"1,999,000 VNĐ","849,000 VNĐ","2,848,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:55:49
TP Hồ Chí Minh (SGN),"16:00, 01/04/2025",Hà Nội (HAN),"18:05, 01/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN216   Hạng vé : K,Người lớn,1,"2,209,000 VNĐ","866,000 VNĐ","3,075,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:55:49
TP Hồ Chí Minh (SGN),"17:00, 01/04/2025",Hà Nội (HAN),"19:10, 01/04/2025",2 giờ 10 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN254   Hạng vé : K,Người lớn,1,"2,209,000 VNĐ","866,000 VNĐ","3,075,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:55:50
TP Hồ Chí Minh (SGN),"04:55, 01/04/2025",Hà Nội (HAN),"07:05, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Pacific Airlines  Chuyến bay: VN6002   Hạng vé : K,Người lớn,1,"2,209,000 VNĐ","866,000 VNĐ","3,075,000 VNĐ",7kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:55:51
TP Hồ Chí Minh (SGN),"21:25, 01/04/2025",Hà Nội (HAN),"23:25, 01/04/2025",2 giờ 0 phút,Máy bay: Airbus A320,Vietjet Air  Chuyến bay: VJ180   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:51
TP Hồ Chí Minh (SGN),"22:10, 01/04/2025",Hà Nội (HAN),"00:20, 02/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ172   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:52
TP Hồ Chí Minh (SGN),"22:55, 01/04/2025",Hà Nội (HAN),"01:05, 02/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Vietjet Air  Chuyến bay: VJ1168   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:53
TP Hồ Chí Minh (SGN),"23:35, 01/04/2025",Hà Nội (HAN),"01:45, 02/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1170   Hạng vé : I1_ECO,Người lớn,1,"1,440,000 VNĐ","820,000 VNĐ","2,260,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:53
TP Hồ Chí Minh (SGN),"05:00, 01/04/2025",Hà Nội (HAN),"07:10, 01/04/2025",2 giờ 10 phút,320B,Vietjet Air  Chuyến bay: VJ1198   Hạng vé : B1_ECO,Người lớn,1,"1,610,000 VNĐ","833,000 VNĐ","2,443,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:54
TP Hồ Chí Minh (SGN),"06:15, 01/04/2025",Hà Nội (HAN),"08:25, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ196   Hạng vé : B1_ECO,Người lớn,1,"1,610,000 VNĐ","833,000 VNĐ","2,443,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:54
TP Hồ Chí Minh (SGN),"06:30, 01/04/2025",Hà Nội (HAN),"08:40, 01/04/2025",2 giờ 10 phút,Airbus A330 (máy bay lớn),Vietjet Air  Chuyến bay: VJ1180   Hạng vé : B1_ECO,Người lớn,1,"1,610,000 VNĐ","833,000 VNĐ","2,443,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:55
TP Hồ Chí Minh (SGN),"07:10, 01/04/2025",Hà Nội (HAN),"09:20, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ190   Hạng vé : B1_ECO,Người lớn,1,"1,610,000 VNĐ","833,000 VNĐ","2,443,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:56
TP Hồ Chí Minh (SGN),"07:30, 01/04/2025",Hà Nội (HAN),"09:40, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ120   Hạng vé : B1_ECO,Người lớn,1,"1,610,000 VNĐ","833,000 VNĐ","2,443,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:56
TP Hồ Chí Minh (SGN),"08:10, 01/04/2025",Hà Nội (HAN),"10:20, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1126   Hạng vé : B1_ECO,Người lớn,1,"1,610,000 VNĐ","833,000 VNĐ","2,443,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:57
TP Hồ Chí Minh (SGN),"16:05, 01/04/2025",Hà Nội (HAN),"18:15, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ150   Hạng vé : B1_ECO,Người lớn,1,"1,610,000 VNĐ","833,000 VNĐ","2,443,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:58
TP Hồ Chí Minh (SGN),"16:50, 01/04/2025",Hà Nội (HAN),"19:00, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1162   Hạng vé : B1_ECO,Người lớn,1,"1,610,000 VNĐ","833,000 VNĐ","2,443,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:58
TP Hồ Chí Minh (SGN),"17:20, 01/04/2025",Hà Nội (HAN),"19:30, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1152   Hạng vé : B1_ECO,Người lớn,1,"1,610,000 VNĐ","833,000 VNĐ","2,443,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:59
TP Hồ Chí Minh (SGN),"18:45, 01/04/2025",Hà Nội (HAN),"20:55, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1156   Hạng vé : B1_ECO,Người lớn,1,"1,610,000 VNĐ","833,000 VNĐ","2,443,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:55:59
TP Hồ Chí Minh (SGN),"19:40, 01/04/2025",Hà Nội (HAN),"21:50, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ1158   Hạng vé : B1_ECO,Người lớn,1,"1,610,000 VNĐ","833,000 VNĐ","2,443,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:00
TP Hồ Chí Minh (SGN),"07:10, 01/04/2025",Hà Nội (HAN),"09:20, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Bamboo Airways  Chuyến bay: QH204   Hạng vé : ECONOMYSMART,Người lớn,1,"1,629,000 VNĐ","835,000 VNĐ","2,464,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:01
TP Hồ Chí Minh (SGN),"15:45, 01/04/2025",Hà Nội (HAN),"17:55, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Bamboo Airways  Chuyến bay: QH254   Hạng vé : ECONOMYSMART,Người lớn,1,"1,629,000 VNĐ","835,000 VNĐ","2,464,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:01
TP Hồ Chí Minh (SGN),"09:20, 01/04/2025",Hà Nội (HAN),"11:30, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Vietjet Air  Chuyến bay: VJ124   Hạng vé : H1_ECO,Người lớn,1,"1,790,000 VNĐ","848,000 VNĐ","2,638,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:02
TP Hồ Chí Minh (SGN),"09:40, 01/04/2025",Hà Nội (HAN),"11:50, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Vietjet Air  Chuyến bay: VJ1132   Hạng vé : H1_ECO,Người lớn,1,"1,790,000 VNĐ","848,000 VNĐ","2,638,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:03
TP Hồ Chí Minh (SGN),"10:25, 01/04/2025",Hà Nội (HAN),"12:35, 01/04/2025",2 giờ 10 phút,320B,Vietjet Air  Chuyến bay: VJ1130   Hạng vé : H1_ECO,Người lớn,1,"1,790,000 VNĐ","848,000 VNĐ","2,638,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:03
TP Hồ Chí Minh (SGN),"12:10, 01/04/2025",Hà Nội (HAN),"14:20, 01/04/2025",2 giờ 10 phút,Airbus A330 (máy bay lớn),Vietjet Air  Chuyến bay: VJ178   Hạng vé : H1_ECO,Người lớn,1,"1,790,000 VNĐ","848,000 VNĐ","2,638,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:04
TP Hồ Chí Minh (SGN),"13:10, 01/04/2025",Hà Nội (HAN),"15:20, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ140   Hạng vé : H1_ECO,Người lớn,1,"1,790,000 VNĐ","848,000 VNĐ","2,638,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:05
TP Hồ Chí Minh (SGN),"15:25, 01/04/2025",Hà Nội (HAN),"17:35, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietjet Air  Chuyến bay: VJ146   Hạng vé : H1_ECO,Người lớn,1,"1,790,000 VNĐ","848,000 VNĐ","2,638,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:05
TP Hồ Chí Minh (SGN),"10:40, 01/04/2025",Hà Nội (HAN),"12:50, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Bamboo Airways  Chuyến bay: QH224   Hạng vé : ECONOMYSMART,Người lớn,1,"1,839,000 VNĐ","852,000 VNĐ","2,691,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:06
TP Hồ Chí Minh (SGN),"12:50, 01/04/2025",Hà Nội (HAN),"15:00, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A320,Bamboo Airways  Chuyến bay: QH242   Hạng vé : ECONOMYSMART,Người lớn,1,"1,839,000 VNĐ","852,000 VNĐ","2,691,000 VNĐ",7kg,Vui lòng chọn ở bước tiếp theo,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:06
TP Hồ Chí Minh (SGN),"19:35, 01/04/2025",Hà Nội (HAN),"21:40, 01/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN262   Hạng vé : K,Người lớn,1,"2,209,000 VNĐ","866,000 VNĐ","3,075,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:56:07
TP Hồ Chí Minh (SGN),"20:00, 01/04/2025",Hà Nội (HAN),"22:05, 01/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN220   Hạng vé : K,Người lớn,1,"2,209,000 VNĐ","866,000 VNĐ","3,075,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:56:08
TP Hồ Chí Minh (SGN),"20:30, 01/04/2025",Hà Nội (HAN),"22:35, 01/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN256   Hạng vé : K,Người lớn,1,"2,209,000 VNĐ","866,000 VNĐ","3,075,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:56:07
TP Hồ Chí Minh (SGN),"21:00, 01/04/2025",Hà Nội (HAN),"23:05, 01/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN260   Hạng vé : K,Người lớn,1,"2,209,000 VNĐ","866,000 VNĐ","3,075,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:56:08
TP Hồ Chí Minh (SGN),"14:00, 01/04/2025",Hà Nội (HAN),"16:05, 01/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN214   Hạng vé : H,Người lớn,1,"2,419,000 VNĐ","883,000 VNĐ","3,302,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:56:08
TP Hồ Chí Minh (SGN),"15:00, 01/04/2025",Hà Nội (HAN),"17:05, 01/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN250   Hạng vé : H,Người lớn,1,"2,419,000 VNĐ","883,000 VNĐ","3,302,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:56:09
TP Hồ Chí Minh (SGN),"16:40, 01/04/2025",Hà Nội (HAN),"18:45, 01/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN252   Hạng vé : H,Người lớn,1,"2,419,000 VNĐ","883,000 VNĐ","3,302,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:56:10
TP Hồ Chí Minh (SGN),"18:00, 01/04/2025",Hà Nội (HAN),"20:05, 01/04/2025",2 giờ 5 phút,Airbus A350 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN218   Hạng vé : H,Người lớn,1,"2,419,000 VNĐ","883,000 VNĐ","3,302,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:56:10
TP Hồ Chí Minh (SGN),"06:30, 01/04/2025",Hà Nội (HAN),"08:40, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN7206   Hạng vé : S,Người lớn,1,"2,609,000 VNĐ","898,000 VNĐ","3,507,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:56:11
TP Hồ Chí Minh (SGN),"11:00, 01/04/2025",Hà Nội (HAN),"13:05, 01/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN246   Hạng vé : S,Người lớn,1,"2,609,000 VNĐ","898,000 VNĐ","3,507,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:56:11
TP Hồ Chí Minh (SGN),"12:00, 01/04/2025",Hà Nội (HAN),"14:05, 01/04/2025",2 giờ 5 phút,Airbus A359 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN212   Hạng vé : S,Người lớn,1,"2,609,000 VNĐ","898,000 VNĐ","3,507,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:56:12
TP Hồ Chí Minh (SGN),"13:00, 01/04/2025",Hà Nội (HAN),"15:05, 01/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN248   Hạng vé : M,Người lớn,1,"2,789,000 VNĐ","913,000 VNĐ","3,702,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-03-31 08:56:13
TP Hồ Chí Minh (SGN),"19:00, 01/04/2025",Hà Nội (HAN),"21:05, 01/04/2025",2 giờ 5 phút,Airbus A350 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN258   Hạng vé : M,Người lớn,1,"2,789,000 VNĐ","913,000 VNĐ","3,702,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-03-31 08:56:13
TP Hồ Chí Minh (SGN),"22:00, 01/04/2025",Hà Nội (HAN),"00:05, 02/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN224   Hạng vé : M,Người lớn,1,"2,789,000 VNĐ","913,000 VNĐ","3,702,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-03-31 08:56:14
TP Hồ Chí Minh (SGN),"10:00, 01/04/2025",Hà Nội (HAN),"12:05, 01/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN210   Hạng vé : B,Người lớn,1,"2,937,000 VNĐ","924,000 VNĐ","3,861,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé miễn phí', '- Miễn phí chọn ghế']",2025-03-31 08:56:15
TP Hồ Chí Minh (SGN),"06:00, 01/04/2025",Hà Nội (HAN),"08:05, 01/04/2025",2 giờ 5 phút,Airbus A359 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN206   Hạng vé : U,Người lớn,1,"3,137,000 VNĐ","940,000 VNĐ","4,077,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-03-31 08:56:15
TP Hồ Chí Minh (SGN),"07:00, 01/04/2025",Hà Nội (HAN),"09:05, 01/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN240   Hạng vé : U,Người lớn,1,"3,137,000 VNĐ","940,000 VNĐ","4,077,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-03-31 08:56:16
TP Hồ Chí Minh (SGN),"08:00, 01/04/2025",Hà Nội (HAN),"10:05, 01/04/2025",2 giờ 5 phút,Airbus A350 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN208   Hạng vé : U,Người lớn,1,"3,137,000 VNĐ","940,000 VNĐ","4,077,000 VNĐ",10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-03-31 08:56:16
TP Hồ Chí Minh (SGN),"23:00, 01/04/2025",Hà Nội (HAN),"01:05, 02/04/2025",2 giờ 5 phút,Boeing 787 (máy bay lớn),Vietnam Airlines  Chuyến bay: VN270   Hạng vé : I,Người lớn,1,"3,137,000 VNĐ","940,000 VNĐ","4,077,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:56:17
TP Hồ Chí Minh (SGN),"04:55, 01/04/2025",Hà Nội (HAN),"07:05, 01/04/2025",2 giờ 10 phút,Máy bay: Airbus A321,Pacific Airlines  Chuyến bay: VN6002   Hạng vé : I,Người lớn,1,"3,137,000 VNĐ","940,000 VNĐ","4,077,000 VNĐ",7kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:56:18
TP Hồ Chí Minh (SGN),"20:30, 01/04/2025",Hà Nội (HAN),"22:35, 01/04/2025",2 giờ 5 phút,Máy bay: Airbus A321,Vietnam Airlines  Chuyến bay: VN256   Hạng vé : I,Người lớn,1,"3,137,000 VNĐ","940,000 VNĐ","4,077,000 VNĐ",18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:56:18
