Departure Location,Departure Time,Arrival Location,Arrival Time,Flight Duration,Aircraft Type,Passenger Type,Number of Tickets,Price per Ticket,Taxes & Fees,Total Price,Carry-on Baggage,Checked Baggage,Refund Policy,Scrape Time,Airline,Flight Code,Fare Class
TP Hồ Chí Minh (SGN),2025-04-01 15:00:00,Hà Nội (HAN),2025-04-01 17:05:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:56:29,Vietnam Airlines,VN250,J
TP Hồ Chí Minh (SGN),2025-04-01 16:40:00,Hà Nội (HAN),2025-04-01 18:45:00,2.08,Airbus A321,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:56:29,Vietnam Airlines,VN252,J
TP Hồ Chí Minh (SGN),2025-04-01 18:00:00,Hà Nội (HAN),2025-04-01 20:05:00,2.08,Airbus A350,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:56:30,Vietnam Airlines,VN218,J
TP Hồ Chí Minh (SGN),2025-04-01 11:00:00,Hà Nội (HAN),2025-04-01 13:05:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:56:31,Vietnam Airlines,VN246,J
TP Hồ Chí Minh (SGN),2025-04-01 12:00:00,Hà Nội (HAN),2025-04-01 14:05:00,2.08,Airbus A359,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:56:31,Vietnam Airlines,VN212,J
TP Hồ Chí Minh (SGN),2025-04-01 13:00:00,Hà Nội (HAN),2025-04-01 15:05:00,2.08,Airbus A321,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:56:32,Vietnam Airlines,VN248,J
TP Hồ Chí Minh (SGN),2025-04-01 19:00:00,Hà Nội (HAN),2025-04-01 21:05:00,2.08,Airbus A350,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:56:33,Vietnam Airlines,VN258,J
TP Hồ Chí Minh (SGN),2025-04-01 10:00:00,Hà Nội (HAN),2025-04-01 12:05:00,2.08,Boeing 787,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:56:33,Vietnam Airlines,VN210,J
TP Hồ Chí Minh (SGN),2025-04-01 08:00:00,Hà Nội (HAN),2025-04-01 10:05:00,2.08,Airbus A350,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:56:34,Vietnam Airlines,VN208,J
TP Hồ Chí Minh (SGN),2025-04-01 09:00:00,Hà Nội (HAN),2025-04-01 11:05:00,2.08,Airbus A321,Người lớn,1,7599000,1297000,8896000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:56:34,Vietnam Airlines,VN244,J
TP Hồ Chí Minh (SGN),2025-04-02 17:15:00,Hà Nội (HAN),2025-04-02 19:25:00,2.17,Airbus A321,Người lớn,1,1249000,804000,2053000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:40,Bamboo Airways,QH254,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-04-02 18:40:00,Hà Nội (HAN),2025-04-02 20:50:00,2.17,Airbus A320,Người lớn,1,1249000,804000,2053000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:41,Bamboo Airways,QH268,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-04-02 23:05:00,Hà Nội (HAN),2025-04-03 01:15:00,2.17,Airbus A321,Người lớn,1,1249000,804000,2053000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:41,Bamboo Airways,QH290,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-04-02 22:10:00,Hà Nội (HAN),2025-04-03 00:20:00,2.17,Airbus A321,Người lớn,1,1290000,808000,2098000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:42,Vietjet Air,VJ172,J1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 23:35:00,Hà Nội (HAN),2025-04-03 01:45:00,2.17,Airbus A321,Người lớn,1,1290000,808000,2098000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:43,Vietjet Air,VJ1170,J1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 07:10:00,Hà Nội (HAN),2025-04-02 09:20:00,2.17,Airbus A321,Người lớn,1,1440000,820000,2260000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:43,Vietjet Air,VJ190,I1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 05:45:00,Hà Nội (HAN),2025-04-02 07:55:00,2.17,Airbus A321,Người lớn,1,1518000,880000,2398000,7kg,,[],2025-03-31 08:56:44,Vietravel Airlines,VU750,O
TP Hồ Chí Minh (SGN),2025-04-02 17:00:00,Hà Nội (HAN),2025-04-02 19:10:00,2.17,Boeing 787,Người lớn,1,1639000,821000,2460000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:56:45,Vietnam Airlines,VN254,N
TP Hồ Chí Minh (SGN),2025-04-02 04:55:00,Hà Nội (HAN),2025-04-02 07:05:00,2.17,Airbus A321,Người lớn,1,1639000,821000,2460000,7kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:56:45,Pacific Airlines,VN6002,N
TP Hồ Chí Minh (SGN),2025-04-02 06:30:00,Hà Nội (HAN),2025-04-02 08:40:00,2.17,Airbus A321,Người lớn,1,1809000,834000,2643000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:56:46,Vietnam Airlines,VN7206,Q
TP Hồ Chí Minh (SGN),2025-04-02 15:00:00,Hà Nội (HAN),2025-04-02 17:05:00,2.08,Boeing 787,Người lớn,1,1809000,834000,2643000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:56:46,Vietnam Airlines,VN250,Q
TP Hồ Chí Minh (SGN),2025-04-02 07:10:00,Hà Nội (HAN),2025-04-02 09:20:00,2.17,Airbus A320,Người lớn,1,1419000,818000,2237000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:47,Bamboo Airways,QH204,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-04-02 10:40:00,Hà Nội (HAN),2025-04-02 12:50:00,2.17,Airbus A320,Người lớn,1,1419000,818000,2237000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:48,Bamboo Airways,QH224,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-04-02 12:50:00,Hà Nội (HAN),2025-04-02 15:00:00,2.17,Airbus A320,Người lớn,1,1419000,818000,2237000,7kg,,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:48,Bamboo Airways,QH242,ECONOMYSMART
TP Hồ Chí Minh (SGN),2025-04-02 07:30:00,Hà Nội (HAN),2025-04-02 09:40:00,2.17,Airbus A321,Người lớn,1,1440000,820000,2260000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:49,Vietjet Air,VJ120,I1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 13:10:00,Hà Nội (HAN),2025-04-02 15:20:00,2.17,Airbus A321,Người lớn,1,1440000,820000,2260000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:50,Vietjet Air,VJ140,I1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 13:25:00,Hà Nội (HAN),2025-04-02 15:35:00,2.17,Airbus A330,Người lớn,1,1440000,820000,2260000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:50,Vietjet Air,VJ1172,I1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 14:05:00,Hà Nội (HAN),2025-04-02 16:10:00,2.08,Airbus A320,Người lớn,1,1440000,820000,2260000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:51,Vietjet Air,VJ1148,I1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 15:25:00,Hà Nội (HAN),2025-04-02 17:35:00,2.17,Airbus A321,Người lớn,1,1440000,820000,2260000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:51,Vietjet Air,VJ146,I1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 16:05:00,Hà Nội (HAN),2025-04-02 18:15:00,2.17,Airbus A321,Người lớn,1,1440000,820000,2260000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:52,Vietjet Air,VJ150,I1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 16:50:00,Hà Nội (HAN),2025-04-02 19:00:00,2.17,320B,Người lớn,1,1440000,820000,2260000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:53,Vietjet Air,VJ1162,I1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 17:20:00,Hà Nội (HAN),2025-04-02 19:30:00,2.17,Airbus A321,Người lớn,1,1440000,820000,2260000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:53,Vietjet Air,VJ1152,I1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 18:45:00,Hà Nội (HAN),2025-04-02 20:55:00,2.17,Airbus A321,Người lớn,1,1440000,820000,2260000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:54,Vietjet Air,VJ1156,I1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 19:40:00,Hà Nội (HAN),2025-04-02 21:50:00,2.17,Airbus A321,Người lớn,1,1440000,820000,2260000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:53,Vietjet Air,VJ1158,I1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 20:00:00,Hà Nội (HAN),2025-04-02 22:10:00,2.17,Airbus A320,Người lớn,1,1440000,820000,2260000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:53,Vietjet Air,VJ1176,I1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 20:05:00,Hà Nội (HAN),2025-04-02 22:10:00,2.08,Airbus A321,Người lớn,1,1440000,820000,2260000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:54,Vietjet Air,VJ1160,I1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 20:30:00,Hà Nội (HAN),2025-04-02 22:40:00,2.17,Airbus A320,Người lớn,1,1440000,820000,2260000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:55,Vietjet Air,VJ180,I1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 22:45:00,Hà Nội (HAN),2025-04-03 00:55:00,2.17,Airbus A321,Người lớn,1,1440000,820000,2260000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:55,Vietjet Air,VJ174,I1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 06:15:00,Hà Nội (HAN),2025-04-02 08:25:00,2.17,Airbus A321,Người lớn,1,1610000,833000,2443000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:56,Vietjet Air,VJ196,B1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 08:10:00,Hà Nội (HAN),2025-04-02 10:20:00,2.17,Airbus A321,Người lớn,1,1610000,833000,2443000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:57,Vietjet Air,VJ1126,B1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 10:25:00,Hà Nội (HAN),2025-04-02 12:35:00,2.17,320B,Người lớn,1,1610000,833000,2443000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:57,Vietjet Air,VJ1130,B1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 05:00:00,Hà Nội (HAN),2025-04-02 07:10:00,2.17,320B,Người lớn,1,1790000,848000,2638000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:58,Vietjet Air,VJ1198,H1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 06:00:00,Hà Nội (HAN),2025-04-02 08:10:00,2.17,Airbus A321,Người lớn,1,1790000,848000,2638000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:58,Vietjet Air,VJ1128,H1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 09:20:00,Hà Nội (HAN),2025-04-02 11:30:00,2.17,Airbus A320,Người lớn,1,1790000,848000,2638000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:56:59,Vietjet Air,VJ124,H1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 09:40:00,Hà Nội (HAN),2025-04-02 11:50:00,2.17,Airbus A320,Người lớn,1,1790000,848000,2638000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:57:00,Vietjet Air,VJ1132,H1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 16:15:00,Hà Nội (HAN),2025-04-02 18:25:00,2.17,Boeing 787,Người lớn,1,1809000,834000,2643000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:00,Vietnam Airlines,VN7258,Q
TP Hồ Chí Minh (SGN),2025-04-02 16:40:00,Hà Nội (HAN),2025-04-02 18:45:00,2.08,Boeing 787,Người lớn,1,1809000,834000,2643000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:01,Vietnam Airlines,VN252,Q
TP Hồ Chí Minh (SGN),2025-04-02 12:25:00,Hà Nội (HAN),2025-04-02 14:35:00,2.17,Airbus A321,Người lớn,1,1990000,864000,2854000,7kg,,"['- Áp dụng đổi vé mất phí', '- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên']",2025-03-31 08:57:02,Vietjet Air,VJ1138,K1_ECO
TP Hồ Chí Minh (SGN),2025-04-02 12:00:00,Hà Nội (HAN),2025-04-02 14:05:00,2.08,Airbus A359,Người lớn,1,1999000,849000,2848000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:02,Vietnam Airlines,VN212,L
TP Hồ Chí Minh (SGN),2025-04-02 20:00:00,Hà Nội (HAN),2025-04-02 22:05:00,2.08,Boeing 787,Người lớn,1,1999000,849000,2848000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:03,Vietnam Airlines,VN220,L
TP Hồ Chí Minh (SGN),2025-04-02 21:00:00,Hà Nội (HAN),2025-04-02 23:05:00,2.08,Airbus A321,Người lớn,1,1999000,849000,2848000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:03,Vietnam Airlines,VN260,L
TP Hồ Chí Minh (SGN),2025-04-02 22:00:00,Hà Nội (HAN),2025-04-03 00:05:00,2.08,Airbus A321,Người lớn,1,1999000,849000,2848000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:04,Vietnam Airlines,VN224,L
TP Hồ Chí Minh (SGN),2025-04-02 22:45:00,Hà Nội (HAN),2025-04-03 00:50:00,2.08,Airbus A321,Người lớn,1,1999000,849000,2848000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:05,Vietnam Airlines,VN7224,L
TP Hồ Chí Minh (SGN),2025-04-02 23:00:00,Hà Nội (HAN),2025-04-03 01:05:00,2.08,Airbus A321,Người lớn,1,1999000,849000,2848000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:05,Vietnam Airlines,VN270,L
TP Hồ Chí Minh (SGN),2025-04-02 06:00:00,Hà Nội (HAN),2025-04-02 08:05:00,2.08,Airbus A359,Người lớn,1,2209000,866000,3075000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:06,Vietnam Airlines,VN206,K
TP Hồ Chí Minh (SGN),2025-04-02 07:00:00,Hà Nội (HAN),2025-04-02 09:05:00,2.08,Boeing 787,Người lớn,1,2209000,866000,3075000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:07,Vietnam Airlines,VN240,K
TP Hồ Chí Minh (SGN),2025-04-02 08:00:00,Hà Nội (HAN),2025-04-02 10:05:00,2.08,Boeing 787,Người lớn,1,2209000,866000,3075000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:07,Vietnam Airlines,VN208,K
TP Hồ Chí Minh (SGN),2025-04-02 10:00:00,Hà Nội (HAN),2025-04-02 12:05:00,2.08,Boeing 787,Người lớn,1,2209000,866000,3075000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:08,Vietnam Airlines,VN210,K
TP Hồ Chí Minh (SGN),2025-04-02 11:00:00,Hà Nội (HAN),2025-04-02 13:05:00,2.08,Boeing 787,Người lớn,1,2209000,866000,3075000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:08,Vietnam Airlines,VN246,K
TP Hồ Chí Minh (SGN),2025-04-02 13:00:00,Hà Nội (HAN),2025-04-02 15:05:00,2.08,Airbus A321,Người lớn,1,2209000,866000,3075000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:09,Vietnam Airlines,VN248,K
TP Hồ Chí Minh (SGN),2025-04-02 14:00:00,Hà Nội (HAN),2025-04-02 16:05:00,2.08,Boeing 787,Người lớn,1,2209000,866000,3075000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:10,Vietnam Airlines,VN214,K
TP Hồ Chí Minh (SGN),2025-04-02 16:00:00,Hà Nội (HAN),2025-04-02 18:05:00,2.08,Airbus A350,Người lớn,1,2209000,866000,3075000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:10,Vietnam Airlines,VN216,K
TP Hồ Chí Minh (SGN),2025-04-02 18:00:00,Hà Nội (HAN),2025-04-02 20:05:00,2.08,Boeing 787,Người lớn,1,2209000,866000,3075000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:11,Vietnam Airlines,VN218,K
TP Hồ Chí Minh (SGN),2025-04-02 19:00:00,Hà Nội (HAN),2025-04-02 21:05:00,2.08,Airbus A350,Người lớn,1,2419000,883000,3302000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Không áp dụng đổi tên', '- Áp dụng đổi vé mất phí']",2025-03-31 08:57:12,Vietnam Airlines,VN258,H
TP Hồ Chí Minh (SGN),2025-04-02 09:00:00,Hà Nội (HAN),2025-04-02 11:05:00,2.08,Boeing 787,Người lớn,1,3137000,940000,4077000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-03-31 08:57:12,Vietnam Airlines,VN244,U
TP Hồ Chí Minh (SGN),2025-04-02 20:30:00,Hà Nội (HAN),2025-04-02 22:35:00,2.08,Boeing 787,Người lớn,1,3137000,940000,4077000,10kg,23kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên']",2025-03-31 08:57:13,Vietnam Airlines,VN256,U
TP Hồ Chí Minh (SGN),2025-04-02 04:55:00,Hà Nội (HAN),2025-04-02 07:05:00,2.17,Airbus A321,Người lớn,1,3137000,940000,4077000,7kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:57:13,Pacific Airlines,VN6002,I
TP Hồ Chí Minh (SGN),2025-04-02 21:00:00,Hà Nội (HAN),2025-04-02 23:05:00,2.08,Airbus A321,Người lớn,1,3137000,940000,4077000,18kg,32kg,"['- Áp dụng hoàn vé mất phí', '- Áp dụng đổi vé mất phí', '- Không áp dụng đổi tên', '- Miễn phí quầy ưu tiên', '- Miễn phí phòng chờ BSV']",2025-03-31 08:57:14,Vietnam Airlines,VN260,I
